"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0487","YEARLY","DEMOGRAPHIC","Auto.Arima",7340.3169255108,7689.27013099031,8030.73030925668,8368.45585253584,8704.31999880002,9039.25639741035
"N0487","YEARLY","DEMOGRAPHIC","BSTS",7298.74768768824,7639.45843939524,7992.64960450136,8327.45150996024,8687.37294410873,9027.95359102241
"N0487","YEARLY","DEMOGRAPHIC","ETS",7345.21951940556,7724.42120130515,8103.62288320473,8482.82456510432,8862.02624700391,9241.22792890349
"N0487","YEARLY","DEMOGRAPHIC","THETA",7156.09782444039,7335.88709637021,7515.67636830004,7695.46564022986,7875.25491215969,8055.04418408951
"N0487","YEARLY","DEMOGRAPHIC","BEA",7328.0947108682,7684.38325723023,8042.33426565426,8392.91064253347,8751.23972997089,9102.81263911209
"N0487","YEARLY","DEMOGRAPHIC","EAT",7280.54475645225,7583.19280955522,7883.34318692048,8182.24868595667,8480.53371932121,8778.50950346779
"N0487","YEARLY","DEMOGRAPHIC","BAT",7265.05414587981,7554.87188891859,7846.35209401936,8130.45766757531,8422.31595168948,8707.41805750742
"N0487","YEARLY","DEMOGRAPHIC","BET",7266.68834384473,7566.58891235687,7870.64961866871,8168.58057176481,8474.88470109078,8774.74190133847
"N0487","YEARLY","DEMOGRAPHIC","BEAT",7285.09548926125,7597.25921701523,7910.6697913157,8218.54939195757,8532.24352551809,8840.87052535644
"N0487","YEARLY","DEMOGRAPHIC","medianBEAT",7319.53230659952,7664.36428519277,8011.68995687902,8347.95368124804,8695.84647145438,9033.60499421638
"N0487","YEARLY","DEMOGRAPHIC","meanBaggedBEAT",7270.64926409413,7611.1277661671,7936.5728145585,8262.02156416699,8558.46815481054,8851.34687918756
"N0487","YEARLY","DEMOGRAPHIC","medianBaggedBEAT",7278.04830874067,7601.13557084466,7958.49402123593,8299.77165533604,8586.98357482595,8866.79474031155
"N0487","YEARLY","DEMOGRAPHIC","meanPertBEAT",7272.07699278334,7607.34665880779,7929.05008553576,8255.34358902829,8555.82815780982,8850.1475802583
"N0487","YEARLY","DEMOGRAPHIC","medianPertBEAT",7294.69727092566,7609.48268363395,7951.88246237624,8284.75283174721,8562.55769856509,8852.37045360765
