"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0176","YEARLY","INDUSTRY","Auto.Arima",6813,7671,8529,9387,10245,11103
"N0176","YEARLY","INDUSTRY","BSTS",6565.67519092996,7254.77583577771,7949.08724057092,8642.13598124795,9334.50064898692,10028.5117215331
"N0176","YEARLY","INDUSTRY","ETS",6543.25730970573,7210.86795736157,7878.47860501741,8546.08925267325,9213.69990032908,9881.31054798492
"N0176","YEARLY","INDUSTRY","THETA",6022.96782380808,6091.01474257558,6159.06166134309,6227.1085801106,6295.15549887811,6363.20241764561
"N0176","YEARLY","INDUSTRY","BEA",6640.64416687856,7378.88126437976,8118.85528186278,8858.40841130706,9597.73351643867,10337.6074231727
"N0176","YEARLY","INDUSTRY","EAT",6459.74171117127,6990.96089997905,7522.18008878683,8053.39927759461,8584.6184664024,9115.83765521018
"N0176","YEARLY","INDUSTRY","BAT",6467.21433824601,7005.5968594511,7545.716300638,8085.41485378618,8624.88538262167,9164.90471305956
"N0176","YEARLY","INDUSTRY","BET",6377.30010814792,6852.21951190496,7328.87583564381,7805.11127134393,8281.11868273137,8757.6748957212
"N0176","YEARLY","INDUSTRY","BEAT",6486.22508111094,7056.91463392872,7628.90687673285,8200.58345350795,8772.08901204853,9344.0061717909
"N0176","YEARLY","INDUSTRY","medianBEAT",6554.46625031785,7232.82189656964,7913.78292279416,8594.1126169606,9274.100274658,9954.91113475899
"N0176","YEARLY","INDUSTRY","meanBaggedBEAT",6434.90891389906,6962.79147685956,7492.17081152318,8019.68291940089,8549.35177767225,9077.28231189925
"N0176","YEARLY","INDUSTRY","medianBaggedBEAT",6475.19249478056,7020.38440209046,7556.42223997275,8092.33599288108,8628.34361579502,9164.68444280227
"N0176","YEARLY","INDUSTRY","meanPertBEAT",6338.61434874128,6839.43031376673,7338.35402512974,7840.32387258533,8340.91809556682,8842.74496217119
"N0176","YEARLY","INDUSTRY","medianPertBEAT",6363.64177746535,6888.26834161262,7402.03291908992,7922.35613808843,8437.89657319155,8955.8489323558
