"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0251","YEARLY","MACRO","Auto.Arima",5315.59375,5465.1875,5614.78125,5764.375,5913.96875,6063.5625
"N0251","YEARLY","MACRO","BSTS",5320.21233303784,5498.96378985705,5670.03873446056,5843.62011329942,6013.98978732665,6187.40481044439
"N0251","YEARLY","MACRO","ETS",5332.33226194226,5498.66449098907,5664.99672003588,5831.32894908269,5997.6611781295,6163.99340717631
"N0251","YEARLY","MACRO","THETA",5235.90766944354,5305.8249488553,5375.74222826707,5445.65950767883,5515.5767870906,5585.49406650236
"N0251","YEARLY","MACRO","BEA",5322.71278166003,5487.60526028204,5649.93890149881,5813.10802079404,5975.20657181872,6138.3202392069
"N0251","YEARLY","MACRO","EAT",5294.6112271286,5423.22564661479,5551.84006610098,5680.45448558717,5809.06890507337,5937.68332455956
"N0251","YEARLY","MACRO","BAT",5290.57125082713,5423.32541290412,5553.52073757588,5684.55154032609,5814.51177480575,5945.48712564892
"N0251","YEARLY","MACRO","BET",5296.15075480788,5434.48440990047,5570.25922758784,5706.86952335365,5842.40925084891,5978.96409470769
"N0251","YEARLY","MACRO","BEAT",5301.01150360591,5442.16018242535,5581.38973319088,5721.24589251524,5860.29912563669,6000.11369603077
"N0251","YEARLY","MACRO","medianBEAT",5317.90304151892,5481.92599549453,5639.88898501794,5797.85197454135,5955.81496406475,6113.77795358815
"N0251","YEARLY","MACRO","meanBaggedBEAT",5316.1152263568,5456.65329575283,5594.96467171985,5731.528268563,5866.78532863134,6004.85314201501
"N0251","YEARLY","MACRO","medianBaggedBEAT",5302.78429152911,5442.18910181501,5581.91503231085,5720.80700891891,5852.6990775106,5991.24313692783
"N0251","YEARLY","MACRO","meanPertBEAT",5270.73108425144,5402.62766011695,5531.70943826143,5661.65857077081,5791.26485645088,5922.81180805632
"N0251","YEARLY","MACRO","medianPertBEAT",5301.86287237838,5438.9204624972,5566.12226337024,5692.76611673965,5817.09401598394,5951.55848522999
