"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8"
"N2996","OTHER","OTHER","Auto.Arima",3246.11496964216,3232.22993928431,3218.34490892647,3204.45987856862,3190.57484821078,3176.68981785294,3162.80478749509,3148.91975713725
"N2996","OTHER","OTHER","BSTS",3246.51375894849,3234.2753192769,3221.92526168834,3208.88084994877,3193.62227838435,3178.33608965755,3165.61549479251,3153.58272720128
"N2996","OTHER","OTHER","ETS",3251.14760285693,3243.52194691708,3237.42142187297,3232.54100160389,3228.6366652016,3225.51319593015,3223.01442039328,3221.01539986803
"N2996","OTHER","OTHER","THETA",3255.18181409426,3250.36280967798,3245.54380526169,3240.72480084541,3235.90579642913,3231.08679201285,3226.26778759656,3221.44878318028
"N2996","OTHER","OTHER","BEA",3247.92544381586,3236.67573515943,3225.89719749593,3215.29391004043,3204.27793059891,3193.51303448021,3183.8115675603,3174.50596140219
"N2996","OTHER","OTHER","EAT",3250.81479553112,3242.03823195979,3233.77004535371,3225.90856033931,3218.37243661384,3211.09660193198,3204.02899849498,3197.12798006185
"N2996","OTHER","OTHER","BAT",3249.27018089497,3238.9560227464,3228.6046586255,3218.02184312094,3206.70097434142,3195.37089984111,3184.89602329472,3174.65042250627
"N2996","OTHER","OTHER","BET",3250.94772529989,3242.72002529066,3234.96349627433,3227.38221746603,3219.38824667169,3211.64535920018,3204.96590092745,3198.68230341653
"N2996","OTHER","OTHER","BEAT",3249.73953638546,3240.09750378907,3230.80884943737,3221.65163274168,3212.18489705646,3202.90647386337,3194.42562256936,3186.24166684671
"N2996","OTHER","OTHER","medianBEAT",3248.83068090271,3238.89863309699,3229.67334178065,3220.71092577633,3211.12947179297,3201.92464279385,3194.3149575929,3187.29906353466
"N2996","OTHER","OTHER","meanBaggedBEAT",3252.51466297717,3242.37943878539,3232.68505564361,3222.81507932604,3213.35878854975,3203.7519449239,3194.69424918558,3185.69503254178
"N2996","OTHER","OTHER","medianBaggedBEAT",3244.87331611213,3232.799954769,3221.54466569254,3209.42671843521,3198.28163414925,3186.91178495629,3176.24175767279,3165.61146247108
"N2996","OTHER","OTHER","meanPertBEAT",3261.60725968613,3256.24972570036,3249.84143379516,3244.23916493798,3238.14440348089,3232.74519991463,3227.16184708482,3221.62797638981
"N2996","OTHER","OTHER","medianPertBEAT",3257.82388119867,3254.23608714002,3248.31184730877,3243.66129056251,3237.89560614637,3233.34989781557,3228.21614547688,3223.05284506818
