"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8"
"N0655","QUARTERLY","MICRO","Auto.Arima",6945.3982857145,7070.296571429,7195.1948571435,7320.093142858,7444.9914285725,7569.889714287,7694.7880000015,7819.686285716
"N0655","QUARTERLY","MICRO","BSTS",6883.53089476657,6879.90354710977,7238.94288251413,7303.78922365027,7297.01293883466,7293.79717154753,7643.11475015212,7705.45678956822
"N0655","QUARTERLY","MICRO","ETS",6797.54650876619,6736.86256702161,7231.06720217977,7310.23248223,7268.69897526832,7195.8596171995,7715.48877999321,7791.89506884449
"N0655","QUARTERLY","MICRO","THETA",6748.45842544844,6635.36282968067,7037.12007133692,7103.71182858052,7025.77647294438,6905.26061489645,7320.47815439173,7386.90057497652
"N0655","QUARTERLY","MICRO","BEA",6875.49189641575,6895.68756185346,7221.73498061247,7311.37161624609,7336.90111422516,7353.18216767801,7684.46384338228,7772.3460480429
"N0655","QUARTERLY","MICRO","EAT",6830.46773997638,6814.17398937709,7154.46071022006,7244.67915122284,7246.4889589284,7223.66998212765,7576.91831146215,7666.160643179
"N0655","QUARTERLY","MICRO","BAT",6859.1292019765,6861.85431607315,7157.08593699818,7242.53139836293,7255.92694678385,7256.31583357699,7552.79363484845,7637.34788342025
"N0655","QUARTERLY","MICRO","BET",6809.84527632707,6750.70964793735,7169.04338534361,7239.24451148693,7197.16279568245,7131.63913454783,7559.69389484569,7628.08414446308
"N0655","QUARTERLY","MICRO","BEAT",6843.73352867392,6830.60637881026,7175.58125329358,7259.4566693297,7259.11995390497,7241.20177948262,7593.46742113464,7675.98467977631
"N0655","QUARTERLY","MICRO","medianBEAT",6840.53870176638,6808.38305706569,7213.13102966164,7307.01085294014,7282.85595705149,7244.82839437352,7668.95137507681,7748.67592920636
"N0655","QUARTERLY","MICRO","meanBaggedBEAT",6944.51886356193,6924.52428938138,7296.16538060795,7329.38744342966,7357.48763110425,7322.84424785747,7698.53003890732,7736.61392814637
"N0655","QUARTERLY","MICRO","medianBaggedBEAT",6984.57537730155,6916.07111674317,7284.32111741366,7362.54712651863,7442.78444037351,7316.14874735423,7709.0834024138,7792.13847320558
"N0655","QUARTERLY","MICRO","meanPertBEAT",6816.54308167464,6815.15840163866,7142.97590639183,7253.06492020919,7211.00863654154,7211.70200777783,7520.05946672231,7650.79247401818
"N0655","QUARTERLY","MICRO","medianPertBEAT",6859.40842932364,6846.52302345139,7132.14723189852,7191.07326126318,7218.04251375069,7270.56033507873,7495.18610854279,7611.31799739621
