"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8"
"N1226","QUARTERLY","MACRO","Auto.Arima",5745.2996959054,5871.2193918108,5997.13908771621,6123.05878362161,6248.97847952701,6374.89817543241,6500.81787133782,6626.73756724322
"N1226","QUARTERLY","MACRO","BSTS",5756.30136037171,5864.69925826326,6009.94888626875,6127.93640499203,6263.33282245295,6372.10028062457,6513.13345913787,6638.74713460527
"N1226","QUARTERLY","MACRO","ETS",5745.53567163386,5871.53339925329,5997.53112687271,6123.52885449214,6249.52658211157,6375.524309731,6501.52203735043,6627.51976496986
"N1226","QUARTERLY","MACRO","THETA",5652.76470324985,5675.15898077799,5726.81834774487,5753.10785739264,5786.50041571519,5808.63504780487,5860.72207738665,5886.84453153969
"N1226","QUARTERLY","MACRO","BEA",5749.04557597032,5869.15068310912,6001.53970028589,6124.84134770193,6253.94596136384,6374.17425526266,6505.15778927537,6631.00148893945
"N1226","QUARTERLY","MACRO","EAT",5714.5333569297,5805.97059061403,5907.16285411127,5999.89849850213,6095.00182578459,6186.35251098943,6287.68732869163,6380.36728791759
"N1226","QUARTERLY","MACRO","BAT",5718.12191984232,5803.69254361735,5911.30210724328,6001.36768200209,6099.60390589838,6185.21116795395,6291.55780262078,6384.10974446273
"N1226","QUARTERLY","MACRO","BET",5718.20057841847,5803.79721276485,5911.43278696211,6001.52437229227,6099.7866067599,6185.41987938681,6291.79252462498,6384.37047703827
"N1226","QUARTERLY","MACRO","BEAT",5724.9753577902,5820.65275752634,5932.85936215064,6031.90797512461,6137.08457495168,6232.78945339821,6344.04886130319,6444.96224958951
"N1226","QUARTERLY","MACRO","medianBEAT",5745.41768376963,5867.95932503703,5997.33510729446,6123.29381905688,6249.25253081929,6373.49922802849,6501.16995434412,6627.12866610654
"N1226","QUARTERLY","MACRO","meanBaggedBEAT",5719.66398690958,5825.96682255366,5938.77745644679,6041.6645794659,6141.1169413224,6246.47785913303,6360.08390464784,6462.33747484604
"N1226","QUARTERLY","MACRO","medianBaggedBEAT",5715.103995712,5822.47694786378,5932.55258232795,6030.31832699453,6128.29199526893,6232.64515526777,6341.53678645695,6438.21047253264
"N1226","QUARTERLY","MACRO","meanPertBEAT",5703.75165115913,5805.27107948859,5916.07302144294,6017.21120962111,6115.30231208059,6216.20521271527,6326.38808614976,6427.81960750932
"N1226","QUARTERLY","MACRO","medianPertBEAT",5705.99494631495,5806.63418294406,5924.79697775939,6022.54899675926,6124.07636855322,6224.85029312023,6337.67729307329,6438.97752804597
