"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0247","YEARLY","INDUSTRY","Auto.Arima",5095.42106997377,5426.89072723297,5426.89072723297,5426.89072723297,5426.89072723297,5426.89072723297
"N0247","YEARLY","INDUSTRY","BSTS",6152.7146791989,6318.04719513005,6438.8788568549,6558.96031443176,6660.01929129384,6765.3664109034
"N0247","YEARLY","INDUSTRY","ETS",5999.10814475307,5999.10814475307,5999.10814475307,5999.10814475307,5999.10814475307,5999.10814475307
"N0247","YEARLY","INDUSTRY","THETA",6053.45848744065,6107.80344470561,6162.14840197057,6216.49335923552,6270.83831650048,6325.18327376544
"N0247","YEARLY","INDUSTRY","BEA",5749.08129797525,5914.68202237203,5954.95924294698,5994.9863954726,6028.67272109329,6063.78842762981
"N0247","YEARLY","INDUSTRY","EAT",5715.9959007225,5844.60077223055,5862.71575798554,5880.83074374052,5898.94572949551,5917.06071525049
"N0247","YEARLY","INDUSTRY","BAT",5767.19807887111,5950.91378902288,6009.30599535281,6067.44813363342,6119.2494450091,6172.4801373006
"N0247","YEARLY","INDUSTRY","BET",6068.42710379754,6141.65292819624,6200.04513452618,6258.18727280679,6309.98858418246,6363.21927647397
"N0247","YEARLY","INDUSTRY","BEAT",5825.1755953416,5962.96237795542,6006.75653270288,6050.36313641333,6089.21411994509,6129.13713916372
"N0247","YEARLY","INDUSTRY","medianBEAT",6026.28331609686,6053.45579472934,6080.62827336182,6107.8007519943,6134.97323062678,6162.14570925926
"N0247","YEARLY","INDUSTRY","meanBaggedBEAT",6728.73550630717,6776.55842806084,6788.28131371174,6868.25691070902,6812.31373889594,6862.84028555199
"N0247","YEARLY","INDUSTRY","medianBaggedBEAT",6856.38534305009,6823.82642945501,6850.3703297712,6861.7968421636,6929.55910521026,6861.31959062769
"N0247","YEARLY","INDUSTRY","meanPertBEAT",6562.69234950512,6569.30583710362,6632.63554104984,6602.80147010054,6671.80160142877,6670.04486060462
"N0247","YEARLY","INDUSTRY","medianPertBEAT",6498.18497499001,6538.50408683435,6575.54535591973,6602.4947776028,6641.13381469611,6687.69059558346
