"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0344","YEARLY","FINANCE","Auto.Arima",4336.23973266613,4336.23973266613,4336.23973266613,4336.23973266613,4336.23973266613,4336.23973266613
"N0344","YEARLY","FINANCE","BSTS",4195.43256826981,3902.0773366097,3604.43179823634,3297.00832839208,2988.71505023645,2688.1425889557
"N0344","YEARLY","FINANCE","ETS",3994.14574095327,3518.30108088622,3042.45642081917,2566.61176075211,2090.76710068506,1614.922440618
"N0344","YEARLY","FINANCE","THETA",4540.98861041638,4611.92707195484,4682.8655334933,4753.80399503176,4824.74245657022,4895.68091810869
"N0344","YEARLY","FINANCE","BEA",4175.27268062974,3918.87271672068,3661.04265057388,3399.95327393677,3138.57396119588,2879.76825407994
"N0344","YEARLY","FINANCE","EAT",4290.45802801193,4155.48929516906,4020.5205623262,3885.55182948333,3750.58309664047,3615.61436379761
"N0344","YEARLY","FINANCE","BAT",4357.55363711744,4283.41471374356,4207.84568813193,4129.01735202999,4049.89907982427,3973.3544132435
"N0344","YEARLY","FINANCE","BET",4243.52230654649,4010.76849648359,3776.58458418294,3539.14136139198,3301.40820249724,3066.24864922746
"N0344","YEARLY","FINANCE","BEAT",4266.7016630764,4092.13630552922,3916.49837130373,3738.41595421052,3560.11608503946,3383.74642008713
"N0344","YEARLY","FINANCE","medianBEAT",4265.83615046797,4119.15853463792,3970.33576545124,3816.6240305291,3662.47739145129,3512.19116081091
"N0344","YEARLY","FINANCE","meanBaggedBEAT",4385.00159589374,4238.74241636032,4153.77037873957,4084.0116275034,3958.16417533991,3774.91224242858
"N0344","YEARLY","FINANCE","medianBaggedBEAT",4372.6322351209,4269.82099376565,4170.52293828718,4079.68149590178,3960.38040683615,3757.55664127956
"N0344","YEARLY","FINANCE","meanPertBEAT",4415.1589817021,4287.51571597773,4186.26224397151,4087.05013655254,3965.79080018451,3813.81505182031
"N0344","YEARLY","FINANCE","medianPertBEAT",4360.36709723615,4216.47267868406,4114.12038040047,3984.73586322209,3861.88440781322,3739.17352300262
