"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0335","YEARLY","FINANCE","Auto.Arima",20077.8,24244.2,28410.6,32577,36743.4,40909.8
"N0335","YEARLY","FINANCE","BSTS",19256.7927244551,22846.3741851095,26454.3272529497,30040.9135080639,33609.2797786985,37182.1961130829
"N0335","YEARLY","FINANCE","ETS",16375.4866564018,19134.3363484416,21893.1860404814,24652.0357325211,27410.8854245609,30169.7351166007
"N0335","YEARLY","FINANCE","THETA",16017.7428648918,16124.4917237769,16231.2405826619,16337.9894415469,16444.7383004319,16551.4871593169
"N0335","YEARLY","FINANCE","BEA",18570.0264602856,22074.9701778504,25586.037764477,29089.983080195,32587.8550677531,36087.2437432279
"N0335","YEARLY","FINANCE","EAT",17490.3431737646,19834.3426907395,22178.3422077144,24522.3417246893,26866.3412416643,29210.3407586392
"N0335","YEARLY","FINANCE","BAT",18450.7785297823,21071.6886362955,23698.7226118705,26318.6343165369,28932.4726930435,31547.8277574666
"N0335","YEARLY","FINANCE","BET",17216.6740819162,19368.4007524427,21526.251292031,23676.9795607107,25821.6345012304,27967.8061296668
"N0335","YEARLY","FINANCE","BEAT",17931.9555614372,20587.350564332,23247.3384690232,25901.984670533,28552.0758759228,31203.3045972501
"N0335","YEARLY","FINANCE","medianBEAT",17816.1396904284,20990.3552667756,24173.7566467155,27346.4746202925,30510.0826016297,33675.9656148418
"N0335","YEARLY","FINANCE","meanBaggedBEAT",17176.4066151256,19188.0064901928,21288.9402608009,23348.9031737915,25381.353643929,27472.412184442
"N0335","YEARLY","FINANCE","medianBaggedBEAT",17854.3240361891,19862.7186164571,21915.2984482686,23968.8162144982,26010.4398543476,28052.4510269766
"N0335","YEARLY","FINANCE","meanPertBEAT",17709.8666329767,20085.5679449403,22482.9933717558,24860.063329234,27245.6436006584,29637.8018683505
"N0335","YEARLY","FINANCE","medianPertBEAT",17487.9729460659,19796.2675785267,22115.6847167483,24425.7261747081,26740.5878997716,29054.01861869
