"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0236","YEARLY","INDUSTRY","Auto.Arima",4918,4918,4918,4918,4918,4918
"N0236","YEARLY","INDUSTRY","BSTS",4885.45037295249,4951.58682595894,5026.51474702962,5148.91659299788,5243.35225087332,5307.57869309899
"N0236","YEARLY","INDUSTRY","ETS",4917.93799777889,4917.93799777889,4917.93799777889,4917.93799777889,4917.93799777889,4917.93799777889
"N0236","YEARLY","INDUSTRY","THETA",4964.48040742876,5011.02630960624,5057.57221178373,5104.11811396121,5150.66401613869,5197.20991831617
"N0236","YEARLY","INDUSTRY","BEA",4907.12945691046,4929.17494124594,4954.15091493617,4994.95153025892,5026.43008288407,5047.83889695929
"N0236","YEARLY","INDUSTRY","EAT",4933.47280173589,4948.98810246171,4964.50340318754,4980.01870391337,4995.53400463919,5011.04930536502
"N0236","YEARLY","INDUSTRY","BAT",4922.64359346042,4960.20437852173,5000.69565293778,5057.01156898636,5104.00542233734,5140.92953713839
"N0236","YEARLY","INDUSTRY","BET",4922.62292605338,4960.18371111469,5000.67498553075,5056.99090157933,5103.9847549303,5140.90886973135
"N0236","YEARLY","INDUSTRY","BEAT",4921.46719454004,4949.63778333602,4980.00623914806,5022.24317618449,5057.48856619773,5085.18165229851
"N0236","YEARLY","INDUSTRY","medianBEAT",4917.96899888945,4934.79341297947,4972.25737351481,5011.0590569806,5034.33200806934,5057.60495915808
"N0236","YEARLY","INDUSTRY","meanBaggedBEAT",4872.83258021908,4918.84585882561,4995.52978969824,5058.01022651822,5106.49459526708,5170.35713065468
"N0236","YEARLY","INDUSTRY","medianBaggedBEAT",4799.45115616442,4839.73651520323,4910.26737542138,4971.89590233865,4992.82382074199,5070.56179952536
"N0236","YEARLY","INDUSTRY","meanPertBEAT",4803.04262349894,4855.20913805414,4915.13565087899,4975.37251979799,5031.89660753114,5093.74453748844
"N0236","YEARLY","INDUSTRY","medianPertBEAT",4796.47342880802,4867.51617329943,4929.74112084961,4977.30945416605,5025.7497068312,5073.38653374024
