"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8"
"N1096","QUARTERLY","MACRO","Auto.Arima",4222.91462103783,4297.46096248336,5864.80677792276,5264.11257837913,4432.57767692859,4537.74255618492,6105.08837162433,5504.3941720807
"N1096","QUARTERLY","MACRO","BSTS",4538.07271671557,4656.89713242127,6195.2457362606,5607.68459535288,4925.9188724522,5057.81677822747,6589.56687244191,6011.35706605292
"N1096","QUARTERLY","MACRO","ETS",4258.04789881867,4292.55641472556,6303.6318404855,5402.04472972635,4431.50117734944,4465.65263861436,6555.2871940939,5615.57552763471
"N1096","QUARTERLY","MACRO","THETA",4265.37481683662,4252.49139523704,6256.14501233651,5353.046284272,4367.85405688332,4354.0510857951,6404.6699723171,5479.38127311841
"N1096","QUARTERLY","MACRO","BEA",4339.67841219069,4415.63816987673,6121.22811822295,5424.61396781946,4596.66590891008,4687.07065767558,6416.64747938671,5710.44225525611
"N1096","QUARTERLY","MACRO","EAT",4248.77911223104,4280.83625748198,6141.52787691492,5339.7345307925,4410.64430372045,4452.48209353146,6355.01517934511,5533.11699094461
"N1096","QUARTERLY","MACRO","BAT",4342.12071819667,4402.28316338055,6105.39917550662,5408.281152668,4575.45020208804,4649.87014006917,6366.44173879444,5665.04417041734
"N1096","QUARTERLY","MACRO","BET",4353.83181079029,4400.64831412795,6251.67419636087,5454.25853645041,4575.09136889499,4625.84016754564,6516.50801295097,5702.10462226868
"N1096","QUARTERLY","MACRO","BEAT",4321.10251335217,4374.8514762168,6154.95734175134,5406.72204693259,4539.46294590339,4603.81576470546,6413.65310261931,5652.67700972169
"N1096","QUARTERLY","MACRO","medianBEAT",4261.71135782764,4295.00868860446,6225.69537429856,5377.54550699918,4432.03942713902,4501.69759739964,6479.9785832055,5559.98484985771
"N1096","QUARTERLY","MACRO","meanBaggedBEAT",4387.39357520231,4431.67931028037,6284.79371762584,5507.39628450615,4647.53931186665,4697.00439522863,6592.48306781833,5803.80883924052
"N1096","QUARTERLY","MACRO","medianBaggedBEAT",4357.73907458153,4424.43124429249,6278.49348566158,5483.09765231178,4630.26922825811,4690.79633800721,6604.84441337906,5764.76730916305
"N1096","QUARTERLY","MACRO","meanPertBEAT",4389.2873751337,4465.37902771576,6338.47870691903,5553.92875294736,4667.7839034077,4749.27492881591,6658.1119432428,5860.24764338359
"N1096","QUARTERLY","MACRO","medianPertBEAT",4353.22835808091,4395.96082486978,6340.17823427548,5467.47974174957,4589.47504262494,4636.74172368206,6644.06332857385,5763.11102519748
