"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8"
"N0949","QUARTERLY","MACRO","Auto.Arima",5906.24418604647,5935.48837209294,5964.73255813942,5993.97674418589,6023.22093023236,6052.46511627883,6081.70930232531,6110.95348837178
"N0949","QUARTERLY","MACRO","BSTS",5928.52435609176,5963.40702581217,5992.22657486495,6041.52277524897,6077.94898857282,6108.05879738795,6135.57206932285,6190.33826787097
"N0949","QUARTERLY","MACRO","ETS",5910.26968668535,5945.22389335717,5980.17810002899,6015.1323067008,6050.08651337262,6085.04072004444,6119.99492671626,6154.94913338807
"N0949","QUARTERLY","MACRO","THETA",5881.97274307004,5905.31672264188,5907.07450446805,5939.05844118111,5943.92188740679,5967.34839665013,5968.96212016559,6001.11859927328
"N0949","QUARTERLY","MACRO","BEA",5915.0127429412,5948.0397637541,5979.04574434445,6016.87727537856,6050.41881072593,6081.85487790374,6112.42543278814,6152.08029654361
"N0949","QUARTERLY","MACRO","EAT",5899.49553860062,5928.676329364,5950.66172087882,5982.72249735594,6005.74311033726,6034.95141099113,6056.88878306905,6089.00707367771
"N0949","QUARTERLY","MACRO","BAT",5905.58042840276,5934.73737351567,5954.67787915747,5991.51932020533,6015.03060207066,6042.62410343897,6062.08116393792,6100.80345183868
"N0949","QUARTERLY","MACRO","BET",5906.92226194905,5937.98254727041,5959.82639312066,5998.57117437696,6023.98579645074,6053.48263802751,6074.8430387349,6115.46866684411
"N0949","QUARTERLY","MACRO","BEAT",5906.75274297341,5937.35900347604,5961.05293437535,5997.42256682919,6023.79457989615,6053.22825759034,6076.5596046325,6114.33987222603
"N0949","QUARTERLY","MACRO","medianBEAT",5908.25693636591,5940.35613272506,5972.4553290842,6004.55452544335,6036.65372180249,6068.75291816164,6100.85211452078,6132.95131087993
"N0949","QUARTERLY","MACRO","meanBaggedBEAT",5901.20108600252,5932.00742662689,5962.32516889797,5999.01308275278,6026.96892383527,6058.05472858442,6088.10214250633,6124.07578799953
"N0949","QUARTERLY","MACRO","medianBaggedBEAT",5901.63602753267,5931.32596591788,5963.38263089421,5997.23823379985,6027.16748474578,6056.99307307602,6087.44323118639,6123.21862375477
"N0949","QUARTERLY","MACRO","meanPertBEAT",5917.44086755617,5950.10673408148,5980.94500342138,6017.3200648407,6048.10674471406,6080.21834382523,6110.61806515561,6147.40234346823
"N0949","QUARTERLY","MACRO","medianPertBEAT",5915.50463127003,5949.03054788499,5980.00932583097,6013.76301878915,6041.46820929063,6074.34063646024,6103.4104378956,6139.62318624091
