"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8"
"N0902","QUARTERLY","INDUSTRY","Auto.Arima",6883.12074911657,6872.01752740468,6702.45360088006,6359.44304630723,6408.79618122403,6352.91190105048,6460.61303240239,6743.59158805385
"N0902","QUARTERLY","INDUSTRY","BSTS",7186.02525930073,7111.81449160604,7084.18718440031,7049.49080648329,7284.77658934417,7212.92747702138,7168.82061675501,7145.17327705426
"N0902","QUARTERLY","INDUSTRY","ETS",7021.91677090825,7021.91677090825,7021.91677090825,7021.91677090825,7021.91677090825,7021.91677090825,7021.91677090825,7021.91677090825
"N0902","QUARTERLY","INDUSTRY","THETA",7019.1294720007,7016.3419720007,7013.5544720007,7010.7669720007,7007.9794720007,7005.1919720007,7002.4044720007,6999.6169720007
"N0902","QUARTERLY","INDUSTRY","BEA",7030.35425977518,7001.91626330632,6936.18585206287,6810.28354123292,6905.16318049215,6862.58538299337,6883.78347335521,6970.22721200545
"N0902","QUARTERLY","INDUSTRY","EAT",6974.72233067517,6970.09209010454,6912.64161459633,6797.37559640539,6812.89747471099,6793.34021465314,6828.31142510378,6921.70844365426
"N0902","QUARTERLY","INDUSTRY","BAT",7029.42516013933,7000.0579970038,6933.39841909369,6806.56694159707,6900.51741418963,6857.01045002419,6877.27937371936,6962.79394570294
"N0902","QUARTERLY","INDUSTRY","BET",7075.69050073656,7050.02441150499,7039.88614243642,7027.39151646408,7104.89094408437,7080.01207331011,7064.38061988798,7055.5690066544
"N0902","QUARTERLY","INDUSTRY","BEAT",7027.54806283156,7005.52269047991,6955.52800704733,6860.40439892487,6930.86725336929,6898.2370302452,6913.43872301658,6977.57465200426
"N0902","QUARTERLY","INDUSTRY","medianBEAT",7020.52312145447,7019.12937145447,7017.73562145447,7016.34187145447,7014.94812145447,7013.55437145447,7012.16062145447,7010.76687145447
"N0902","QUARTERLY","INDUSTRY","meanBaggedBEAT",6683.02046000155,6657.43105390453,6646.42382998278,6629.31974177212,6631.31640068556,6633.73831356958,6634.55171763618,6638.31770258655
"N0902","QUARTERLY","INDUSTRY","medianBaggedBEAT",6633.14365204635,6625.39718078577,6610.77728097215,6610.87542888426,6607.28078482452,6603.98803702412,6604.63937527551,6604.09139827451
"N0902","QUARTERLY","INDUSTRY","meanPertBEAT",6651.81601677219,6616.69942994455,6604.65092197916,6586.46838391538,6625.69428275944,6597.57144569638,6591.38081679753,6581.9963436929
"N0902","QUARTERLY","INDUSTRY","medianPertBEAT",6640.54958931831,6604.76989623769,6586.74872431939,6578.65033337388,6621.32967210526,6594.6457226423,6584.20441894485,6559.91826250127
