"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8"
"N1158","QUARTERLY","MACRO","Auto.Arima",4214.33333333328,4443.33333333328,4178.33333333328,4587.33333333328,4326.66666666657,4555.66666666657,4290.66666666657,4699.66666666657
"N1158","QUARTERLY","MACRO","BSTS",4177.29702832834,4419.58218438682,4199.93590167475,4583.22564070877,4285.71238301619,4526.09142795443,4309.39971613413,4686.479464933
"N1158","QUARTERLY","MACRO","ETS",4067.93424134778,4296.44175438684,4104.58429602152,4475.00003449288,4067.93468080727,4296.44221853202,4104.58473944032,4475.00051792774
"N1158","QUARTERLY","MACRO","THETA",4309.78245794376,4327.13907559082,4344.49569323788,4361.85231088494,4379.208928532,4396.56554617906,4413.92216382612,4431.27878147317
"N1158","QUARTERLY","MACRO","BEA",4153.18820100313,4386.45242403565,4160.95117700985,4548.51966951164,4226.77124349668,4459.40010438434,4234.88370741367,4620.3822165091
"N1158","QUARTERLY","MACRO","EAT",4197.35001087494,4355.63805443698,4209.13777419756,4474.72855957037,4257.93675866861,4416.22481045922,4269.724523311,4535.31532202249
"N1158","QUARTERLY","MACRO","BAT",4233.80427320179,4396.68486443698,4240.92164274864,4510.80376164233,4330.52932607159,4492.77454693335,4337.99618220894,4605.80830435758
"N1158","QUARTERLY","MACRO","BET",4185.00457587329,4347.72100478816,4216.33863031138,4473.35932869553,4244.28533078515,4406.36639755517,4275.96887313352,4530.91958811131
"N1158","QUARTERLY","MACRO","BEAT",4192.33676523829,4371.62408692444,4206.83730606686,4501.85282985497,4264.88066475551,4443.69146483302,4279.64332151678,4573.10635775012
"N1158","QUARTERLY","MACRO","medianBEAT",4195.81518083081,4373.36062998882,4189.13461750402,4529.11283760082,4306.18952484138,4461.32848706674,4300.03319140035,4580.73999143037
"N1158","QUARTERLY","MACRO","meanBaggedBEAT",4150.78873144999,4374.72327547632,4226.49135917218,4533.24271612543,4223.54123294137,4452.40684672921,4295.70850969164,4601.84510048012
"N1158","QUARTERLY","MACRO","medianBaggedBEAT",4161.36158856069,4380.17996162699,4218.1118641772,4528.08942058253,4238.61471270265,4458.63374977897,4291.66492153172,4591.34808320014
"N1158","QUARTERLY","MACRO","meanPertBEAT",4160.32081886925,4388.32693012685,4215.43511550523,4529.78196132669,4241.73978912538,4467.44361214904,4291.23079124867,4605.35550098089
"N1158","QUARTERLY","MACRO","medianPertBEAT",4174.26357548851,4381.16563183287,4225.70938453515,4507.22128212748,4260.38766185205,4450.29436805642,4305.16438483337,4584.25274562713
