"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0309","YEARLY","MACRO","Auto.Arima",5164.96874999983,5333.93749999965,5502.90624999948,5671.8749999993,5840.84374999913,6009.81249999895
"N0309","YEARLY","MACRO","BSTS",5203.32116447672,5380.51820753222,5563.23512530683,5749.0963490092,5932.28103826155,6117.60316728028
"N0309","YEARLY","MACRO","ETS",5065.40128977251,5227.06413520719,5388.72698064187,5550.38982607655,5712.05267151123,5873.7155169459
"N0309","YEARLY","MACRO","THETA",5081.01993381121,5166.03096322298,5251.04199263474,5336.05302204651,5421.06405145827,5506.07508087004
"N0309","YEARLY","MACRO","BEA",5144.56373474968,5313.83994757969,5484.95611864939,5657.12039169501,5828.39248659063,6000.37706140838
"N0309","YEARLY","MACRO","EAT",5103.79665786118,5242.34419947661,5380.89174109203,5519.43928270745,5657.98682432287,5796.5343659383
"N0309","YEARLY","MACRO","BAT",5149.76994942925,5293.49555691828,5439.06112264702,5585.67479035167,5731.39627990632,5877.83024938309
"N0309","YEARLY","MACRO","BET",5116.58079602015,5257.87110198746,5401.00136619448,5545.17973237742,5688.46592041035,5832.46458836541
"N0309","YEARLY","MACRO","BEAT",5128.67778451507,5276.88770149051,5426.47758714573,5576.85354928289,5726.56037780754,5876.80156627379
"N0309","YEARLY","MACRO","medianBEAT",5122.99434190552,5280.50081760342,5445.81661532067,5611.13241303792,5776.44821075518,5941.76400847243
"N0309","YEARLY","MACRO","meanBaggedBEAT",5173.59550218374,5336.79885720131,5490.41881414955,5648.66633923368,5805.05006699346,5961.94104088089
"N0309","YEARLY","MACRO","medianBaggedBEAT",5149.57269415105,5318.84024904538,5455.77689987559,5614.33341386139,5761.49598862238,5913.8013611477
"N0309","YEARLY","MACRO","meanPertBEAT",5153.78454775129,5304.49134470758,5457.35913548069,5615.79976640357,5767.95673601781,5923.4891946913
"N0309","YEARLY","MACRO","medianPertBEAT",5162.38330705919,5313.79124909412,5465.10339314058,5616.84664005114,5767.93365099869,5919.64756417681
