"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"N2273","MONTHLY","MACRO","Auto.Arima",5557.99709692356,5597.36317526885,5608.7674562807,5620.17173729255,5631.57601830441,5642.98029931626,5654.38458032811,5665.78886133997,5677.19314235182,5688.59742336368,5700.00170437553,5711.40598538738,5722.81026639924,5734.21454741109,5745.61882842294,5757.0231094348,5768.42739044665,5779.83167145851
"N2273","MONTHLY","MACRO","BSTS",5507.92484108998,5503.6992896223,5491.7391532714,5557.17404410914,5514.447831711,5490.86163338236,5542.01805982195,5549.56717469007,5571.35207319985,5560.65874909601,5581.04106236396,5606.39143028789,5572.88728158007,5564.49951347951,5546.94956730578,5614.91712952783,5566.79140042636,5543.75144472282
"N2273","MONTHLY","MACRO","ETS",5534.89615620433,5537.64177649735,5540.33248394794,5542.96937682166,5545.55353141862,5548.08600251273,5550.56782378227,5553.00000823179,5555.38354860558,5557.71941779288,5560.00856922501,5562.2519372645,5564.45043758649,5566.60496755245,5568.7164065765,5570.78561648433,5572.81344186498,5574.80071041557
"N2273","MONTHLY","MACRO","THETA",5498.86813213496,5490.72524208684,5475.9407554205,5552.95001970119,5502.73776646161,5477.90300252279,5547.27092444816,5529.53232583547,5575.35382666067,5575.33084734846,5572.34113646972,5611.35118965336,5571.91944246452,5563.58771227578,5548.52676536951,5626.47560357722,5575.51819316836,5550.27519160088
"N2273","MONTHLY","MACRO","BEA",5533.60603140596,5546.2347471295,5546.94636450001,5573.43838607445,5563.85912714467,5560.64264507045,5582.32348797744,5589.45201475394,5601.30958805242,5602.32519675086,5613.68377865483,5626.68311764659,5620.04932852193,5621.77300948101,5620.42826743508,5647.57528514899,5636.010744246,5632.79460886563
"N2273","MONTHLY","MACRO","EAT",5530.58712842095,5541.91006461768,5541.68023188305,5572.03037793847,5559.95577206155,5556.32310145059,5584.07444285285,5582.77373180241,5602.64350587269,5607.21589616834,5610.78380335675,5628.33637076841,5619.72671548341,5621.46907574644,5620.95400012298,5651.42810983212,5638.91967515999,5634.96919115832
"N2273","MONTHLY","MACRO","BAT",5521.5966900495,5530.59590232599,5525.48245499087,5576.76526703429,5549.58720549234,5537.24831174047,5581.22452153274,5581.62945395517,5607.96634740411,5608.19567326938,5617.79463440307,5643.04953510955,5622.53899681461,5620.76725772213,5613.69838703275,5666.13861417995,5636.91232801379,5624.6194359274
"N2273","MONTHLY","MACRO","BET",5513.89637647642,5510.68876940216,5502.67079754661,5551.03114687733,5520.91304319708,5505.61687947263,5546.61893601746,5544.03316958578,5567.3631494887,5564.56967141245,5571.13025601956,5593.33151906858,5569.75238721036,5564.89739776925,5554.73091308393,5604.05944986313,5571.70767848656,5556.27578224642
"N2273","MONTHLY","MACRO","BEAT",5524.92155658821,5532.35737086883,5529.19496223014,5568.31629448114,5548.57878697391,5539.95773443353,5573.56034709512,5574.47209252432,5594.82064770448,5595.57660940026,5603.34811810856,5622.85013564828,5608.01685700758,5607.22668517971,5602.45289191868,5642.30036475604,5620.88760647659,5612.16475454944
"N2273","MONTHLY","MACRO","medianBEAT",5521.41049864716,5520.67053305983,5516.03581860967,5555.06203190516,5530.00068156481,5519.47381794755,5548.91937411521,5551.28359146093,5573.35294993026,5567.99479822224,5576.69109941684,5608.87130997063,5572.40336202229,5565.55224051598,5558.621585973,5620.69636655253,5574.16581751667,5562.53795100822
"N2273","MONTHLY","MACRO","meanBaggedBEAT",5536.93642032455,5542.08016325996,5540.97033586805,5564.22561711805,5555.88376054655,5547.37421316166,5567.56066887432,5572.10672078639,5586.15408322663,5586.1136625071,5590.63173346855,5608.41066622366,5602.65037641057,5599.14954315557,5593.44961054498,5619.08265392192,5612.94886247072,5599.82667731826
"N2273","MONTHLY","MACRO","medianBaggedBEAT",5550.44592335194,5554.74864241007,5551.1297241819,5574.36273773103,5570.98410382739,5566.35016595909,5587.50633254867,5594.93936111076,5610.70640005368,5619.20447593119,5623.28740214371,5640.50309503528,5632.9223277035,5642.02199807608,5635.61261586796,5659.55539702339,5651.48879251885,5638.64733110352
"N2273","MONTHLY","MACRO","meanPertBEAT",5533.83100219199,5527.48724703752,5522.53909844339,5549.28365245751,5533.15810922359,5526.80850657197,5544.76777578096,5546.38431559554,5550.8186965806,5548.18315906162,5559.73662873975,5572.31998860973,5560.38569146396,5556.47660680162,5552.77193723583,5580.19220745848,5566.85019441426,5560.57353570838
"N2273","MONTHLY","MACRO","medianPertBEAT",5532.56212687657,5529.10447150755,5532.08669380931,5563.22772030598,5562.82664968158,5536.5163211802,5561.65251777899,5564.11331045134,5568.73531112024,5583.040837772,5580.00933372188,5613.01184840174,5596.5421771525,5581.32272339302,5583.49214382287,5621.49022638634,5618.89555652971,5593.54988253081
