"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0077","YEARLY","MICRO","Auto.Arima",4494.2,4633,4771.8,4910.6,5049.4,5188.2
"N0077","YEARLY","MICRO","BSTS",4605.39237461507,4819.23670558332,5042.44349761656,5256.14117915925,5473.94751352814,5694.08265550574
"N0077","YEARLY","MICRO","ETS",4543.85474424411,4708.25253018932,4872.65031613453,5037.04810207974,5201.44588802495,5365.84367397016
"N0077","YEARLY","MICRO","THETA",4512.23622052505,4669.07063810747,4825.90505568988,4982.7394732723,5139.57389085472,5296.40830843714
"N0077","YEARLY","MICRO","BEA",4547.81570628639,4720.16307859088,4895.63127125036,5067.92976041299,5241.59780051769,5416.0421098253
"N0077","YEARLY","MICRO","EAT",4516.76365492305,4670.10772276559,4823.45179060814,4976.79585845068,5130.13992629322,5283.48399413576
"N0077","YEARLY","MICRO","BAT",4537.27619838004,4707.10244789693,4880.04951776881,5049.82688414385,5220.97380146095,5392.89698798096
"N0077","YEARLY","MICRO","BET",4553.82777979474,4732.1866246267,4913.66628981366,5091.97625150376,5271.65576413593,5452.11154597101
"N0077","YEARLY","MICRO","BEAT",4538.92083484606,4707.38996847003,4878.19971736024,5046.63218862782,5216.09182310195,5386.13365947826
"N0077","YEARLY","MICRO","medianBEAT",4528.04548238458,4688.66158414839,4849.27768591221,5009.89378767602,5170.50988943983,5331.12599120365
"N0077","YEARLY","MICRO","meanBaggedBEAT",4625.47747150014,4871.24723803738,5114.59376890928,5364.88965040085,5617.61973041018,5875.06371515603
"N0077","YEARLY","MICRO","medianBaggedBEAT",4625.0241811389,4850.55627397782,5086.34071664317,5316.30860037687,5551.00770853052,5783.24817725421
"N0077","YEARLY","MICRO","meanPertBEAT",4600.29195477244,4836.96918085192,5082.95953232325,5328.16865767736,5567.97002363998,5820.19148048479
"N0077","YEARLY","MICRO","medianPertBEAT",4610.02119087624,4844.56794479557,5111.53122864689,5355.29992479082,5604.01155787513,5850.77558097567
