"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0418","YEARLY","DEMOGRAPHIC","Auto.Arima",4897.34108817829,4965.64317723141,5043.23251634105,5159.12474632596,5315.46508170759,5490.83930763112
"N0418","YEARLY","DEMOGRAPHIC","BSTS",4983.00005701545,5167.7756125509,5350.5485633268,5535.79152119263,5718.57020650541,5901.32415106619
"N0418","YEARLY","DEMOGRAPHIC","ETS",4957.01772732898,5117.02875129921,5277.03977526945,5437.05079923968,5597.06182320992,5757.07284718015
"N0418","YEARLY","DEMOGRAPHIC","THETA",4836.44935495987,4875.9107661097,4915.37217725952,4954.83358840935,4994.29499955918,5033.756410709
"N0418","YEARLY","DEMOGRAPHIC","BEA",4945.78629084091,5083.48251369384,5223.60695164576,5377.32235558609,5543.69903714097,5716.41210195915
"N0418","YEARLY","DEMOGRAPHIC","EAT",4896.93605682238,4986.19423154677,5078.54815629001,5183.669711325,5302.27396815889,5427.22285517342
"N0418","YEARLY","DEMOGRAPHIC","BAT",4905.59683338454,5003.109851964,5103.05108564246,5216.58328530932,5342.77676259072,5475.30662313544
"N0418","YEARLY","DEMOGRAPHIC","BET",4925.48904643477,5053.5717099866,5180.98683861859,5309.22530294722,5436.6423430915,5564.05113631845
"N0418","YEARLY","DEMOGRAPHIC","BEAT",4918.45205687065,5031.5895767978,5146.5482580492,5271.70016379191,5406.34802774552,5545.74817914662
"N0418","YEARLY","DEMOGRAPHIC","medianBEAT",4927.17940775363,5041.33596426531,5160.13614580525,5298.08777278282,5456.26345245875,5623.95607740564
"N0418","YEARLY","DEMOGRAPHIC","meanBaggedBEAT",4980.93453130098,5128.9236060303,5276.34754665871,5425.21735879393,5576.18481307594,5728.06833072203
"N0418","YEARLY","DEMOGRAPHIC","medianBaggedBEAT",4980.74834410258,5120.33412731553,5266.99398163377,5413.23074725504,5559.94652814148,5706.65069151549
"N0418","YEARLY","DEMOGRAPHIC","meanPertBEAT",4938.30942426855,5074.98115557517,5210.19047208488,5347.01709609784,5484.3770537806,5622.48296115641
"N0418","YEARLY","DEMOGRAPHIC","medianPertBEAT",4938.38765851645,5072.96770939988,5205.38206589375,5340.30880507984,5475.29237540601,5611.66848974601
