"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0266","YEARLY","MACRO","Auto.Arima",5319.40624999917,5442.81249999833,5566.2187499975,5689.62499999667,5813.03124999583,5936.437499995
"N0266","YEARLY","MACRO","BSTS",5265.32115425863,5371.13175176828,5480.15648265121,5590.49190956652,5699.89390910097,5811.15062526175
"N0266","YEARLY","MACRO","ETS",5218.12701037225,5303.52457266945,5386.22968787917,5466.32724450554,5543.89945465537,5619.02593842065
"N0266","YEARLY","MACRO","THETA",5254.84474090666,5313.70319678901,5372.56165267137,5431.42010855372,5490.27856443607,5549.13702031843
"N0266","YEARLY","MACRO","BEA",5267.61813821002,5372.48960814535,5477.53497350929,5582.14805135624,5685.60820458406,5788.87135455913
"N0266","YEARLY","MACRO","EAT",5264.12600042603,5353.3467564856,5441.67003018268,5529.12411768531,5615.73642302909,5701.53348624469
"N0266","YEARLY","MACRO","BAT",5279.85738172149,5375.88248285187,5472.97896177336,5570.5123393723,5667.73457451096,5765.57504852506
"N0266","YEARLY","MACRO","BET",5246.09763517918,5329.45317374224,5412.98260773391,5496.07975420859,5578.02397606414,5659.77119466694
"N0266","YEARLY","MACRO","BEAT",5264.42478888418,5357.79300530627,5451.29164329981,5544.46606565561,5636.77579454706,5728.93777099896
"N0266","YEARLY","MACRO","medianBEAT",5260.08294758265,5342.41747427864,5433.19308526519,5528.40957703603,5621.89668187817,5715.0882818412
"N0266","YEARLY","MACRO","meanBaggedBEAT",5248.28528176923,5343.49427624487,5436.5844631777,5529.59690030398,5623.76914353821,5714.3050555041
"N0266","YEARLY","MACRO","medianBaggedBEAT",5247.2169674916,5340.91718974171,5434.96134314547,5527.69993751547,5620.89664382563,5712.23053363856
"N0266","YEARLY","MACRO","meanPertBEAT",5242.99423065525,5336.03947162967,5429.43631176828,5521.68668711218,5613.54601303029,5705.49597308175
"N0266","YEARLY","MACRO","medianPertBEAT",5261.78197842222,5357.56459876995,5452.83958232322,5547.03977244396,5640.80784777008,5734.52259887984
