"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0612","YEARLY","DEMOGRAPHIC","Auto.Arima",4193.29197147666,3745.75690896647,3437.19942169094,3470.2384104481,3771.14680448843,4083.44801391602
"N0612","YEARLY","DEMOGRAPHIC","BSTS",4659.06978809482,4873.40057780323,5098.09329650021,5329.02005345409,5553.71275354557,5771.83736043503
"N0612","YEARLY","DEMOGRAPHIC","ETS",4424.9782666747,4424.9782666747,4424.9782666747,4424.9782666747,4424.9782666747,4424.9782666747
"N0612","YEARLY","DEMOGRAPHIC","THETA",4429.87703149293,4434.77527710697,4439.673522721,4444.57176833503,4449.47001394907,4454.36825956311
"N0612","YEARLY","DEMOGRAPHIC","BEA",4425.78000874873,4348.04525114813,4320.09032828862,4408.0789101923,4583.2792749029,4760.08788034192
"N0612","YEARLY","DEMOGRAPHIC","EAT",4349.38242321476,4201.83681758271,4100.61707036221,4113.26281515261,4215.19836170407,4320.93151338461
"N0612","YEARLY","DEMOGRAPHIC","BAT",4427.4129303548,4351.31092129222,4324.98874697072,4414.61007741241,4591.44319066102,4769.88454463805
"N0612","YEARLY","DEMOGRAPHIC","BET",4504.64169542082,4577.7180405283,4654.2483619653,4732.85669615461,4809.38701138978,4883.72796222428
"N0612","YEARLY","DEMOGRAPHIC","BEAT",4426.80426443478,4369.72775763784,4349.98612689671,4417.20212472798,4549.82695966444,4683.65797514722
"N0612","YEARLY","DEMOGRAPHIC","medianBEAT",4427.42764908382,4429.87677189083,4432.32589469785,4434.77501750487,4437.22414031189,4439.6732631189
"N0612","YEARLY","DEMOGRAPHIC","meanBaggedBEAT",4436.43378921541,4419.77914011915,4414.43941306069,4435.34752467841,4494.33375838402,4562.25065649003
"N0612","YEARLY","DEMOGRAPHIC","medianBaggedBEAT",4385.560282141,4387.38397791263,4407.27248920246,4430.71399631986,4500.70490541538,4526.0248579665
"N0612","YEARLY","DEMOGRAPHIC","meanPertBEAT",4349.10876376184,4329.60338930791,4335.26978432156,4356.88171634517,4391.66501154941,4427.49785219114
"N0612","YEARLY","DEMOGRAPHIC","medianPertBEAT",4313.53100128709,4269.29155815868,4271.27469850701,4275.98957822437,4288.01681229225,4351.48865764912
