"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8"
"N1263","QUARTERLY","MACRO","Auto.Arima",9058.04296815411,9155.5853060387,9253.12764392328,9350.66998180786,9448.21231969244,9545.75465757702,9643.29699546161,9740.83933334619
"N1263","QUARTERLY","MACRO","BSTS",8998.99160216608,9180.22104424404,9125.60609219103,9174.8307253438,9236.08648098952,9406.03643329076,9360.3483950364,9414.71228447977
"N1263","QUARTERLY","MACRO","ETS",9031.9343232512,9131.81240814576,9231.69049304032,9331.56857793487,9431.44666282943,9531.32474772398,9631.20283261854,9731.08091751309
"N1263","QUARTERLY","MACRO","THETA",8744.20278371355,8921.50360804184,8813.5497843825,8950.61889620782,8964.14237591339,9144.50054097791,9032.48029741876,9171.58204281956
"N1263","QUARTERLY","MACRO","BEA",9029.65629785713,9155.87291947617,9203.47474305154,9285.68976169551,9371.9151545038,9494.37194619726,9544.94940770552,9628.87751177968
"N1263","QUARTERLY","MACRO","EAT",8944.72669170629,9069.63377407543,9099.45597378203,9210.95248531685,9281.26711947842,9407.19331542631,9435.66004183297,9547.83409789295
"N1263","QUARTERLY","MACRO","BAT",8933.74578467791,9085.76998610819,9064.09450683227,9158.70653445316,9216.14705886512,9365.43054394857,9345.37522930559,9442.37788688184
"N1263","QUARTERLY","MACRO","BET",8925.04290304361,9077.84568681055,9056.94878987128,9152.33939982883,9210.55850657745,9360.62057399755,9341.34384169123,9439.12508160414
"N1263","QUARTERLY","MACRO","BEAT",8958.29291932123,9097.28059161758,9105.99350338428,9201.92204532359,9269.9719598562,9406.90409489242,9416.83213013383,9514.55364453965
"N1263","QUARTERLY","MACRO","medianBEAT",9015.46296270864,9143.69885709223,9178.64829261567,9253.19965163934,9333.76657190947,9468.68059050737,9495.77561382747,9572.89660099643
"N1263","QUARTERLY","MACRO","meanBaggedBEAT",8983.11725832376,9098.70634195852,9145.77656759041,9227.18903172958,9293.78493625857,9418.39919096957,9468.32603256388,9554.67611807183
"N1263","QUARTERLY","MACRO","medianBaggedBEAT",8980.66676458246,9094.70503749575,9149.15682689704,9233.30763271111,9297.41350964109,9414.70893408613,9461.13612147747,9545.96483355511
"N1263","QUARTERLY","MACRO","meanPertBEAT",9008.39000790258,9131.00060760715,9164.91574656343,9254.5893282241,9319.94346027315,9458.8977809138,9489.2100223069,9570.63270013244
"N1263","QUARTERLY","MACRO","medianPertBEAT",8976.85518509185,9132.69182221045,9157.81998442677,9226.96036909467,9286.17511903391,9453.92930749092,9484.73883891536,9550.55254621361
