"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8"
"N2858","OTHER","FINANCE","Auto.Arima",8015.05681694549,8031.72074402803,8049.7576245515,8067.48614009651,8085.28391433384,8103.06613308725,8120.85184559823,8138.63677341218
"N2858","OTHER","FINANCE","BSTS",8015.56419154381,8028.91062511358,8044.88731969741,8058.69823642567,8073.86643243105,8095.9901041332,8109.43628538005,8122.29195350937
"N2858","OTHER","FINANCE","ETS",7991.18327759983,7991.18327759983,7991.18327759983,7991.18327759983,7991.18327759983,7991.18327759983,7991.18327759983,7991.18327759983
"N2858","OTHER","FINANCE","THETA",8005.15484041524,8017.01737380081,8028.87990718639,8040.74244057196,8052.60497395754,8064.46750734311,8076.33004072869,8088.19257411426
"N2858","OTHER","FINANCE","BEA",8007.26809536304,8017.27154891381,8028.60940728291,8039.122551374,8050.11120812157,8063.41317160676,8073.82380285937,8084.03733484046
"N2858","OTHER","FINANCE","EAT",8003.79831165352,8013.30713180956,8023.27360311257,8033.13728608943,8043.02405529707,8052.9056393434,8062.78838797558,8072.67087504209
"N2858","OTHER","FINANCE","BAT",8011.92528296818,8025.88291431414,8041.17495047843,8055.64227236471,8070.58510690748,8087.84124818786,8102.20605723566,8116.37376701194
"N2858","OTHER","FINANCE","BET",8003.96743651963,8012.37042550474,8021.65016816121,8030.20798486582,8039.21822799614,8050.54696302538,8058.98320123619,8067.22260174116
"N2858","OTHER","FINANCE","BEAT",8006.73978162609,8017.20800513556,8028.67703225878,8039.52752367349,8050.73464958056,8063.67675554085,8074.4503623267,8085.07614465891
"N2858","OTHER","FINANCE","medianBEAT",8010.10582868036,8022.96399945719,8036.8836134419,8049.72033849882,8063.23570319429,8080.22880573816,8092.88316305437,8105.24226381182
"N2858","OTHER","FINANCE","meanBaggedBEAT",8045.27494819856,8058.86406576329,8081.16730195011,8097.96538458778,8119.38154272464,8135.59599863758,8144.43297751141,8156.50244757843
"N2858","OTHER","FINANCE","medianBaggedBEAT",8044.46611916497,8045.62786462601,8072.77064925251,8098.762213445,8103.13708604975,8140.16262011965,8144.64570111941,8175.16224641874
"N2858","OTHER","FINANCE","meanPertBEAT",8032.60265908008,8051.62184776499,8060.23264893648,8084.0628973304,8096.82271357139,8112.11782259004,8129.96625264802,8143.56739245144
"N2858","OTHER","FINANCE","medianPertBEAT",8009.72210203558,8036.43685155331,8035.92949008726,8081.36302437192,8092.96185537966,8112.87643965522,8130.09062527131,8143.02596306842
