"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0325","YEARLY","MACRO","Auto.Arima",5180.03125000035,5328.0625000007,5476.09375000105,5624.1250000014,5772.15625000175,5920.1875000021
"N0325","YEARLY","MACRO","BSTS",5182.3413293013,5308.3397659898,5410.36240171118,5498.40252970018,5605.78482618436,5727.13124479041
"N0325","YEARLY","MACRO","ETS",5031.99676458116,5031.99676458116,5031.99676458116,5031.99676458116,5031.99676458116,5031.99676458116
"N0325","YEARLY","MACRO","THETA",5102.60864785781,5173.21342726958,5243.81820668134,5314.42298609311,5385.02776550487,5455.63254491664
"N0325","YEARLY","MACRO","BEA",5131.45644796094,5222.79967685722,5306.15097209779,5384.84143142758,5469.97928025575,5559.77183645789
"N0325","YEARLY","MACRO","EAT",5104.87888747977,5177.75756395048,5250.63624042118,5323.51491689189,5396.39359336259,5469.2722698333
"N0325","YEARLY","MACRO","BAT",5154.99374238649,5269.87189775336,5376.75811946452,5478.9835052649,5587.65628056366,5700.98376323638
"N0325","YEARLY","MACRO","BET",5105.64891391342,5171.18331928018,5228.72579099122,5281.60742679148,5340.93645209013,5404.92018476273
"N0325","YEARLY","MACRO","BEAT",5124.24449793515,5210.40311446031,5290.56778074368,5367.23682009396,5448.74140156803,5533.73701357258
"N0325","YEARLY","MACRO","medianBEAT",5141.31994892908,5240.77659662969,5327.09030419626,5406.41275789664,5495.40629584461,5591.38189485352
"N0325","YEARLY","MACRO","meanBaggedBEAT",5191.40634948132,5283.80551583398,5375.69016256478,5467.34435926619,5559.57354679479,5649.98917238456
"N0325","YEARLY","MACRO","medianBaggedBEAT",5166.60083336819,5259.85424517062,5344.3184054218,5433.20710900602,5520.3763726992,5606.08687303606
"N0325","YEARLY","MACRO","meanPertBEAT",5240.7511495456,5338.50015016169,5436.61173320962,5536.78706021049,5636.33581534509,5732.6989098762
"N0325","YEARLY","MACRO","medianPertBEAT",5218.14821473334,5301.1543955327,5390.98841088561,5474.6469350244,5567.73958940254,5655.59267806516
