"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0638","YEARLY","OTHER","Auto.Arima",6376.77419354839,6376.77419354839,6376.77419354839,6376.77419354839,6376.77419354839,6376.77419354839
"N0638","YEARLY","OTHER","BSTS",6401.77805014302,6366.85463531056,6344.06292720316,6308.46860386742,6332.65099503798,6296.48909169746
"N0638","YEARLY","OTHER","ETS",6394.77474400793,6394.77474400793,6394.77474400793,6394.77474400793,6394.77474400793,6394.77474400793
"N0638","YEARLY","OTHER","THETA",6344.11026112493,6335.40058370557,6326.69090628622,6317.98122886687,6309.27155144751,6300.56187402816
"N0638","YEARLY","OTHER","BEA",6391.10899589978,6379.46785762229,6371.87062158649,6360.00584714124,6368.0666441981,6356.01267641792
"N0638","YEARLY","OTHER","EAT",6371.88639956042,6368.98317375396,6366.07994794751,6363.17672214106,6360.27349633461,6357.37027052816
"N0638","YEARLY","OTHER","BAT",6374.22083493878,6359.67647085484,6349.17600901259,6334.40800876089,6339.56558001129,6324.60838642467
"N0638","YEARLY","OTHER","BET",6380.22101842529,6365.67665434136,6355.17619249911,6340.4081922474,6345.56576349781,6330.60856991118
"N0638","YEARLY","OTHER","BEAT",6379.35931220607,6368.45103914311,6360.57569276143,6349.49969257265,6353.36787101045,6342.14997582048
"N0638","YEARLY","OTHER","medianBEAT",6385.77446877816,6371.81441442948,6360.41856037578,6347.37771120763,6354.71259429318,6338.66803378827
"N0638","YEARLY","OTHER","meanBaggedBEAT",6354.7723545945,6351.46232875052,6351.10070820415,6357.51633453234,6350.24232096835,6350.9502175291
"N0638","YEARLY","OTHER","medianBaggedBEAT",6360.13426980302,6361.30388708154,6353.62295073689,6354.29822106957,6348.2208942481,6344.78869709167
"N0638","YEARLY","OTHER","meanPertBEAT",6323.78518297065,6329.94282965781,6325.15975114485,6311.08263121161,6317.06957259269,6317.72035431293
"N0638","YEARLY","OTHER","medianPertBEAT",6296.56248390334,6304.75683641715,6311.45632980757,6284.60658717546,6298.63737008244,6306.19379272313
