"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0035","YEARLY","MICRO","Auto.Arima",3525.2,3525.2,3525.2,3525.2,3525.2,3525.2
"N0035","YEARLY","MICRO","BSTS",3594.92507222158,3685.47686191278,3773.02244243711,3843.78326270815,3874.19115565119,3933.95358240583
"N0035","YEARLY","MICRO","ETS",3525.17308273719,3525.17308273719,3525.17308273719,3525.17308273719,3525.17308273719,3525.17308273719
"N0035","YEARLY","MICRO","THETA",3603.93409807964,3682.68720796975,3761.44031785985,3840.19342774996,3918.94653764007,3997.69964753018
"N0035","YEARLY","MICRO","BEA",3548.43271831959,3578.61664821666,3607.79850839143,3631.38544848178,3641.52141279613,3661.44222171434
"N0035","YEARLY","MICRO","EAT",3551.43572693894,3577.68676356898,3603.93780019901,3630.18883682905,3656.43987345909,3682.69091008912
"N0035","YEARLY","MICRO","BAT",3574.68639010041,3631.12135662751,3686.55425343232,3736.3922301527,3772.77923109709,3818.95107664534
"N0035","YEARLY","MICRO","BET",3574.67741767947,3631.11238420657,3686.54528101139,3736.38325773177,3772.77025867615,3818.9421042244
"N0035","YEARLY","MICRO","BEAT",3562.3080632596,3604.63428815493,3646.20896075854,3683.58744329883,3710.87769400711,3745.5065781683
"N0035","YEARLY","MICRO","medianBEAT",3560.06253611079,3603.94360398487,3643.32015892993,3682.69671387498,3699.6955778256,3729.57679120292
"N0035","YEARLY","MICRO","meanBaggedBEAT",3413.72189294109,3408.55822509891,3438.66655592428,3486.11879143949,3495.49485465087,3441.0697955696
"N0035","YEARLY","MICRO","medianBaggedBEAT",3405.12984009433,3400.02987030058,3412.10180073699,3542.18293094667,3669.66735526564,3690.32204504443
"N0035","YEARLY","MICRO","meanPertBEAT",3518.53396770262,3575.1309324091,3669.19557486084,3779.70891680048,3847.51164767795,3747.56495867461
"N0035","YEARLY","MICRO","medianPertBEAT",3599.08769886598,3664.61895110108,3858.82068523918,4121.62155268767,4232.63085471334,4162.39795737386
