"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0106","YEARLY","MICRO","Auto.Arima",4872.4,4872.4,4872.4,4872.4,4872.4,4872.4
"N0106","YEARLY","MICRO","BSTS",4610.53547516047,4716.90417761936,4834.72522987984,4907.92272760646,5020.17616151177,5115.5337144734
"N0106","YEARLY","MICRO","ETS",4336.36400701601,4336.36400701601,4336.36400701601,4336.36400701601,4336.36400701601,4336.36400701601
"N0106","YEARLY","MICRO","THETA",4480.18573208256,4524.68254526937,4569.17935845619,4613.676171643,4658.17298482981,4702.66979801663
"N0106","YEARLY","MICRO","BEA",4606.43316072549,4641.88939487846,4681.16307896528,4705.56224487416,4742.98005617593,4774.76590716314
"N0106","YEARLY","MICRO","EAT",4562.98324636619,4577.81551742846,4592.64778849073,4607.480059553,4622.31233061528,4637.14460167755
"N0106","YEARLY","MICRO","BAT",4654.37373574768,4704.66224096291,4758.76819611201,4797.99963308315,4850.24971544719,4896.86783749667
"N0106","YEARLY","MICRO","BET",4475.69507141968,4525.98357663492,4580.08953178401,4619.32096875516,4671.5710511192,4718.18917316868
"N0106","YEARLY","MICRO","BEAT",4574.87130356476,4612.58768247619,4653.16714883801,4682.59072656637,4721.7782883394,4756.74187987651
"N0106","YEARLY","MICRO","medianBEAT",4545.36060362152,4620.79336144437,4701.95229416801,4743.0380858215,4765.28649241491,4787.53489900831
"N0106","YEARLY","MICRO","meanBaggedBEAT",4472.93202270384,4506.23166534162,4555.74435026101,4593.76616588307,4631.06047436049,4657.7589435747
"N0106","YEARLY","MICRO","medianBaggedBEAT",4428.08683734477,4437.56392665932,4511.50029441048,4578.8136265746,4586.39250342714,4549.7687308638
"N0106","YEARLY","MICRO","meanPertBEAT",4582.83957166823,4618.4902908679,4675.00520798015,4707.73660464138,4763.49642095193,4795.58850813828
"N0106","YEARLY","MICRO","medianPertBEAT",4536.03172910514,4585.45422584949,4635.41010122557,4649.75758572974,4715.47940433855,4726.27365676866
