"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0447","YEARLY","DEMOGRAPHIC","Auto.Arima",9116.2092953663,9057.91132676924,8996.92879930699,8956.27000793367,8939.73694094587,8940.59949012347
"N0447","YEARLY","DEMOGRAPHIC","BSTS",9145.61856999566,9168.06202474732,9194.17863434413,9212.08973912749,9226.0172121914,9248.17742881375
"N0447","YEARLY","DEMOGRAPHIC","ETS",9125.6900391588,9125.6900391588,9125.6900391588,9125.6900391588,9125.6900391588,9125.6900391588
"N0447","YEARLY","DEMOGRAPHIC","THETA",9114.30765087461,9102.92640087461,9091.54515087461,9080.16390087461,9068.78265087461,9057.40140087461
"N0447","YEARLY","DEMOGRAPHIC","BEA",9129.17263484025,9117.22113022512,9105.59915760331,9098.01659540665,9097.14806409869,9104.82231936534
"N0447","YEARLY","DEMOGRAPHIC","EAT",9118.7356617999,9095.50925560089,9071.3879964468,9054.04131598903,9044.73654365976,9041.23031005229
"N0447","YEARLY","DEMOGRAPHIC","BAT",9125.37850541219,9109.63325079706,9094.21752817525,9082.84121597859,9078.17893467063,9082.05943993728
"N0447","YEARLY","DEMOGRAPHIC","BET",9128.53875334302,9132.22615492691,9137.13794145918,9139.3145597203,9140.1633007416,9143.75628961572
"N0447","YEARLY","DEMOGRAPHIC","BEAT",9125.45638884884,9113.64744788749,9102.08565592113,9093.55342177364,9090.05671079267,9092.96708974266
"N0447","YEARLY","DEMOGRAPHIC","medianBEAT",9120.94966726255,9114.30822001671,9108.61759501671,9102.92697001671,9097.23634501671,9091.54572001671
"N0447","YEARLY","DEMOGRAPHIC","meanBaggedBEAT",9116.32649226465,9074.70616171904,9033.07402647563,9025.72594838512,9034.1393264524,9054.00896543244
"N0447","YEARLY","DEMOGRAPHIC","medianBaggedBEAT",9093.65160867104,9059.48291140042,9020.64589248678,9041.66812920461,9058.32268036696,9089.4882789759
"N0447","YEARLY","DEMOGRAPHIC","meanPertBEAT",9138.03662982922,9119.3165404436,9105.2177969241,9118.87164037684,9142.0109044576,9169.25070980562
"N0447","YEARLY","DEMOGRAPHIC","medianPertBEAT",9119.70714974581,9060.91563869172,9040.76074308051,9054.16144493425,9039.82364087359,9061.95368894233
