"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8"
"N1025","QUARTERLY","MACRO","Auto.Arima",8183.28695336807,8247.64563906825,8448.79330566797,8492.9179259565,8618.90724273539,8744.89655951429,8870.8858762932,8996.8751930721
"N1025","QUARTERLY","MACRO","BSTS",8239.06176310193,8398.0997342241,8486.62036780635,8663.98491825062,8802.02558513667,8947.53125467881,9024.79854093069,9213.63698846971
"N1025","QUARTERLY","MACRO","ETS",8261.79198473785,8422.52193269978,8583.25188066172,8743.98182862365,8904.71177658559,9065.44172454752,9226.17167250946,9386.90162047139
"N1025","QUARTERLY","MACRO","THETA",8213.86924171603,8355.27277433513,8317.22393800416,8416.91911138963,8483.28127788137,8627.09388753427,8585.62425382461,8686.36286656447
"N1025","QUARTERLY","MACRO","BEA",8228.04690040262,8356.08910199738,8506.22185137868,8633.62822427692,8775.21486815255,8919.28984624688,9040.61869657778,9199.1379340044
"N1025","QUARTERLY","MACRO","EAT",8219.64939327398,8341.81344870105,8449.75637477795,8551.27295532326,8668.96676573412,8812.47739053203,8894.22726754242,9023.37989336932
"N1025","QUARTERLY","MACRO","BAT",8212.07265272868,8333.67271587583,8417.54587049283,8524.60731853225,8634.73803525115,8773.17390057579,8827.1028903495,8965.62501603542
"N1025","QUARTERLY","MACRO","BET",8238.2409965186,8391.964813753,8462.36539549074,8608.29528608797,8730.00621320121,8880.0222889202,8945.53148908825,9095.63382516852
"N1025","QUARTERLY","MACRO","BEAT",8224.50248573097,8355.88502008181,8458.97237303505,8579.4509460551,8702.23147058476,8846.24085656873,8926.87008588949,9070.94416714442
"N1025","QUARTERLY","MACRO","medianBEAT",8226.46550240898,8376.68625427961,8467.70683673716,8578.45142210356,8710.46641393604,8846.21390709655,8947.84220861195,9105.2560907709
"N1025","QUARTERLY","MACRO","meanBaggedBEAT",8211.00769501233,8336.20273459385,8442.56772355101,8605.09907227749,8714.23738231625,8846.88392591489,8967.36983499259,9112.01733508242
"N1025","QUARTERLY","MACRO","medianBaggedBEAT",8237.32620236662,8348.37786041767,8450.86706710203,8621.86867049584,8704.66206814233,8851.4210883281,8991.62664871409,9127.2031669923
"N1025","QUARTERLY","MACRO","meanPertBEAT",8255.66847265796,8391.81211264956,8510.14637025186,8663.46371016928,8795.74586308393,8922.29384511958,9043.01083138545,9202.79793285556
"N1025","QUARTERLY","MACRO","medianPertBEAT",8247.39987337656,8375.92843796794,8499.8398766029,8628.96404599509,8751.14031298663,8885.06768829797,8999.62088882601,9147.74200518871
