"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0294","YEARLY","MACRO","Auto.Arima",5224.5,5224.5,5224.5,5224.5,5224.5,5224.5
"N0294","YEARLY","MACRO","BSTS",5338.12433127129,5478.41448318171,5621.57631271844,5771.18989630916,5909.31431468252,6040.02847483069
"N0294","YEARLY","MACRO","ETS",5224.4774886134,5224.4774886134,5224.4774886134,5224.4774886134,5224.4774886134,5224.4774886134
"N0294","YEARLY","MACRO","THETA",5241.53193890057,5258.584634979,5275.63733105743,5292.69002713587,5309.7427232143,5326.79541929273
"N0294","YEARLY","MACRO","BEA",5262.3672732949,5309.13065726504,5356.85126711061,5406.72246164085,5452.76393443198,5496.33532114803
"N0294","YEARLY","MACRO","EAT",5230.16980917132,5235.85404119747,5241.53827322361,5247.22250524976,5252.9067372759,5258.59096930204
"N0294","YEARLY","MACRO","BAT",5268.05209005729,5320.49970605357,5373.90454792529,5429.45997448167,5481.18567929894,5530.44129804114
"N0294","YEARLY","MACRO","BET",5268.04458626175,5320.49220225804,5373.89704412976,5429.45247068614,5481.17817550341,5530.43379424561
"N0294","YEARLY","MACRO","BEAT",5257.15843969632,5296.49415169353,5336.54778309732,5378.21435301461,5417.00863162756,5453.9503456842
"N0294","YEARLY","MACRO","medianBEAT",5233.01596945029,5241.5423174895,5250.06866552872,5258.59501356793,5267.12136160715,5275.64770964636
"N0294","YEARLY","MACRO","meanBaggedBEAT",5150.46509278919,5166.20254708511,5182.99029594286,5192.89188607843,5199.80785391787,5211.40829325508
"N0294","YEARLY","MACRO","medianBaggedBEAT",5135.92076936945,5149.61440918619,5164.25901937716,5176.36726980226,5190.99106891234,5203.42450744479
"N0294","YEARLY","MACRO","meanPertBEAT",5141.45029779264,5168.77359193767,5189.76467733732,5204.16129818398,5213.13935471213,5232.48485695508
"N0294","YEARLY","MACRO","medianPertBEAT",5139.62689330511,5167.75622706615,5186.31235768587,5204.05373724983,5225.079064729,5243.54034615964
