"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8"
"N1093","QUARTERLY","MACRO","Auto.Arima",5330.61346070575,5215.96553321364,5320.49836140687,5154.86835252021,5338.37088940284,5284.1629297514,5378.06632414498,5200.17098048223
"N1093","QUARTERLY","MACRO","BSTS",5338.00426100263,5250.3270506166,5353.79877375898,5197.76811043275,5401.79929114552,5321.92966920156,5424.62439249416,5263.02962853989
"N1093","QUARTERLY","MACRO","ETS",5326.87931486295,5246.15997223366,5341.14241917073,5170.21346579594,5349.6080346385,5267.33166716604,5361.53102405348,5188.88271529076
"N1093","QUARTERLY","MACRO","THETA",5194.00561309892,5199.39313952598,5204.78066595304,5210.1681923801,5215.55571880716,5220.94324523422,5226.33077166128,5231.71829808834
"N1093","QUARTERLY","MACRO","BEA",5331.83234552378,5237.48418535463,5338.47985144553,5174.28330958296,5363.25940506229,5291.14142203967,5388.07391356421,5217.36110810429
"N1093","QUARTERLY","MACRO","EAT",5283.83279622254,5220.50621499109,5288.80714884355,5178.41667023208,5301.17821428283,5257.47928071722,5321.97603995325,5206.92399795378
"N1093","QUARTERLY","MACRO","BAT",5287.54111160243,5221.89524111874,5293.0259337063,5187.60155177768,5318.57529978517,5275.67861472906,5343.00716276681,5231.63963570349
"N1093","QUARTERLY","MACRO","BET",5286.2963963215,5231.96005412541,5299.90728629425,5192.71658953626,5322.32101486373,5270.06819386728,5337.49539606964,5227.87688063966
"N1093","QUARTERLY","MACRO","BEAT",5297.37566241756,5227.96142389747,5305.0550550724,5183.25453028225,5326.33348349851,5273.59187783831,5347.63812808848,5220.9504056003
"N1093","QUARTERLY","MACRO","medianBEAT",5328.74638778435,5231.06275272365,5330.8203902888,5183.99078811434,5343.98946202067,5275.74729845872,5369.79867409923,5215.94463928529
"N1093","QUARTERLY","MACRO","meanBaggedBEAT",5224.74778261034,5172.78750297083,5222.58631226412,5131.65411333235,5214.86904584362,5166.0825135643,5216.09614337406,5125.42544255351
"N1093","QUARTERLY","MACRO","medianBaggedBEAT",5215.73221484231,5175.42243164579,5227.94721938542,5140.60650346129,5228.03564395677,5171.92089904646,5230.25850219772,5137.19545349203
"N1093","QUARTERLY","MACRO","meanPertBEAT",5227.61908782722,5179.70752245533,5231.72152009835,5129.20608803156,5226.13584220449,5170.10688801536,5234.25807474144,5131.29304581266
"N1093","QUARTERLY","MACRO","medianPertBEAT",5221.63480186555,5185.48489730373,5214.66042347441,5131.90380351338,5200.41577052956,5174.12849968434,5202.72555366851,5121.14395668853
