"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0339","YEARLY","FINANCE","Auto.Arima",4891.99199089479,4491.22687567054,4491.22687567054,4491.22687567054,4491.22687567054,4491.22687567054
"N0339","YEARLY","FINANCE","BSTS",6748.65588081217,6749.14727351055,6881.31380662247,6892.09830706402,6995.64246084879,7047.32645812698
"N0339","YEARLY","FINANCE","ETS",6463.19127868102,6463.19127868102,6463.19127868102,6463.19127868102,6463.19127868102,6463.19127868102
"N0339","YEARLY","FINANCE","THETA",6429.76290008808,6411.42892796264,6393.0949558372,6374.76098371177,6356.42701158633,6338.0930394609
"N0339","YEARLY","FINANCE","BEA",6034.61305012933,5901.18847595404,5945.24398699134,5948.83882047186,5983.35353840012,6000.58153749284
"N0339","YEARLY","FINANCE","EAT",5928.31538988796,5788.61569410473,5782.50437006292,5776.39304602111,5770.2817219793,5764.17039793749
"N0339","YEARLY","FINANCE","BAT",6023.47025726501,5883.93435904791,5921.87854604341,5919.36205548211,5947.76544936856,5958.88212441947
"N0339","YEARLY","FINANCE","BET",6547.20335319375,6541.25582671807,6579.20001371356,6576.68352315227,6605.08691703871,6616.20359208963
"N0339","YEARLY","FINANCE","BEAT",6133.40051261901,6028.74858895619,6057.20672920281,6055.31936128184,6076.62190669667,6084.95941298486
"N0339","YEARLY","FINANCE","medianBEAT",6446.47708938455,6437.31010332183,6428.14311725911,6418.97613119639,6409.80914513367,6400.64215907096
"N0339","YEARLY","FINANCE","meanBaggedBEAT",6232.16336627036,6183.68023565977,6302.00350184185,6325.17073392014,6363.7605712831,6446.97217825877
"N0339","YEARLY","FINANCE","medianBaggedBEAT",6334.10966705806,6290.00669429946,6343.99139284467,6330.55340900754,6459.2061241174,6483.02741666324
"N0339","YEARLY","FINANCE","meanPertBEAT",6680.24166958707,6675.03447458955,6590.62525157749,6633.82029597256,6639.25452562571,6594.63681965507
"N0339","YEARLY","FINANCE","medianPertBEAT",6633.50571565583,6584.09842396006,6574.8518629737,6568.02539196308,6731.72681450704,6583.51135790869
