"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0010","YEARLY","MICRO","Auto.Arima",10119.535384615,10688.0707692299,11256.6061538449,11825.1415384598,12393.6769230748,12962.2123076897
"N0010","YEARLY","MICRO","BSTS",10288.3550335278,10803.2547586471,11299.8417360903,11818.0298300029,12305.4395419645,12801.528090862
"N0010","YEARLY","MICRO","ETS",10586.5324705307,11218.3369785457,11850.1414865608,12481.9459945759,13113.750502591,13745.555010606
"N0010","YEARLY","MICRO","THETA",9865.96075015124,10180.9107061952,10495.8606622392,10810.8106182831,11125.7605743271,11440.710530371
"N0010","YEARLY","MICRO","BEA",10331.4742962245,10903.2208354742,11468.8631254986,12041.7057876795,12604.2889892101,13169.7651363859
"N0010","YEARLY","MICRO","EAT",10190.6762017656,10695.7728179903,11200.8694342149,11705.9660504396,12211.0626666643,12716.1592828889
"N0010","YEARLY","MICRO","BAT",10091.2837227647,10557.4120780241,11017.4361840581,11484.6606622486,11941.6256797888,12401.4836429743
"N0010","YEARLY","MICRO","BET",10246.9494180699,10734.1674811293,11215.2812949634,11703.595480954,12181.6502062942,12662.5978772797
"N0010","YEARLY","MICRO","BEAT",10215.0959097062,10722.6433031545,11225.6125096838,11733.9819953304,12234.6568854893,12737.5014848822
"N0010","YEARLY","MICRO","medianBEAT",10203.9452090714,10745.6627639385,11278.2239449676,11821.5856842314,12349.5582325197,12881.8701992759
"N0010","YEARLY","MICRO","meanBaggedBEAT",10160.8190735853,10654.5614610861,11152.3445489875,11639.9324082879,12139.3284911665,12631.2598482329
"N0010","YEARLY","MICRO","medianBaggedBEAT",10187.8592293442,10679.7310999899,11173.9869893692,11661.8693397051,12151.2055546359,12643.5883515747
"N0010","YEARLY","MICRO","meanPertBEAT",10214.6090743018,10725.8141824642,11233.4209652034,11735.4939137805,12230.4750808553,12722.1009474744
"N0010","YEARLY","MICRO","medianPertBEAT",10224.0122534336,10784.8915129193,11301.1616554045,11813.4786894812,12322.9181835837,12813.9775394281
