"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0350","YEARLY","FINANCE","Auto.Arima",14046.2560643279,15407.609222725,16765.9911369451,18126.1050756952,19485.2093670404,20844.9022111829
"N0350","YEARLY","FINANCE","BSTS",13986.391876619,15294.2472042694,16594.7835146344,17916.2584595328,19226.421010018,20544.4662394057
"N0350","YEARLY","FINANCE","ETS",13952.1112397823,15253.6769104786,16555.2425811749,17856.8082518712,19158.3739225675,20459.9395932638
"N0350","YEARLY","FINANCE","THETA",13058.2362333963,13426.572146709,13794.9080600217,14163.2439733344,14531.5798866471,14899.9157999598
"N0350","YEARLY","FINANCE","BEA",13994.9197269097,15318.511112491,16638.6724109181,17966.3905956997,19290.0014332086,20616.4360146175
"N0350","YEARLY","FINANCE","EAT",13685.5345125022,14695.9527599709,15705.3805927139,16715.3857669669,17725.054392085,18734.9192014688
"N0350","YEARLY","FINANCE","BAT",13696.9613914478,14709.4761912345,15718.5609038671,16735.2025028541,17747.7367545685,18763.0947501828
"N0350","YEARLY","FINANCE","BET",13665.5797832659,14658.1654204857,15648.311385277,16645.4368949128,17638.7916064109,18634.7738775431
"N0350","YEARLY","FINANCE","BEAT",13760.7488535314,14845.5263710455,15927.731323194,17015.6039401084,18100.3960465682,19187.305960953
"N0350","YEARLY","FINANCE","medianBEAT",13969.2515582007,15273.962057374,16575.0130479046,17886.533355702,19192.3974662927,20502.2029163347
"N0350","YEARLY","FINANCE","meanBaggedBEAT",13607.6493067853,14565.4826608876,15505.6511203026,16461.3609395357,17401.6994069646,18356.3026472661
"N0350","YEARLY","FINANCE","medianBaggedBEAT",13713.9820508951,14737.6737815418,15760.4799187216,16773.8890276534,17791.9355182865,18807.966251172
"N0350","YEARLY","FINANCE","meanPertBEAT",13522.4566593162,14488.4785615502,15438.1994478838,16404.1747092106,17361.8564948368,18314.9366743822
"N0350","YEARLY","FINANCE","medianPertBEAT",13695.5738806697,14763.7598015575,15818.8946724349,16865.2811779786,17829.4532185997,18795.4579153806
