"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0563","YEARLY","DEMOGRAPHIC","Auto.Arima",5151.4999999999,5347.9999999998,5544.4999999997,5740.9999999996,5937.4999999995,6133.9999999994
"N0563","YEARLY","DEMOGRAPHIC","BSTS",5214.80395384458,5395.63433633645,5570.1892481881,5758.95239996771,5938.42321500295,6138.01480832902
"N0563","YEARLY","DEMOGRAPHIC","ETS",5172.19551300808,5389.3686072716,5606.54170153512,5823.71479579864,6040.88789006217,6258.06098432569
"N0563","YEARLY","DEMOGRAPHIC","THETA",5068.2689478231,5181.52596536696,5294.78298291082,5408.04000045468,5521.29701799854,5634.5540355424
"N0563","YEARLY","DEMOGRAPHIC","BEA",5179.49982228419,5377.66764786928,5573.74364990764,5774.55573192199,5972.27036835487,6176.6919308847
"N0563","YEARLY","DEMOGRAPHIC","EAT",5130.65482027703,5306.29819087945,5481.94156148188,5657.58493208431,5833.22830268673,6008.87167328916
"N0563","YEARLY","DEMOGRAPHIC","BAT",5144.85763388919,5308.3867672344,5469.82407703287,5635.99746680733,5799.07341100033,5968.85628129027
"N0563","YEARLY","DEMOGRAPHIC","BET",5151.75613822525,5322.17630299167,5490.50464421135,5663.56906540701,5833.53604102122,6010.20994273237
"N0563","YEARLY","DEMOGRAPHIC","BEAT",5151.69210366891,5328.6322272437,5504.00348315843,5682.92679905516,5859.52703076579,6041.15745704913
"N0563","YEARLY","DEMOGRAPHIC","medianBEAT",5161.84775650399,5368.6843036357,5557.3446240939,5749.97619998366,5937.96160750123,6136.00740416421
"N0563","YEARLY","DEMOGRAPHIC","meanBaggedBEAT",5239.68932865026,5416.27838288695,5593.13652477771,5769.37309209292,5947.215343348,6122.73226185029
"N0563","YEARLY","DEMOGRAPHIC","medianBaggedBEAT",5216.45637327004,5392.50382762218,5568.5060539136,5744.05079685306,5921.30752656377,6096.24492160074
"N0563","YEARLY","DEMOGRAPHIC","meanPertBEAT",5202.13638570963,5374.54941721147,5546.88042675941,5719.3822152131,5893.42192589715,6067.04716075579
"N0563","YEARLY","DEMOGRAPHIC","medianPertBEAT",5157.38640120548,5334.50325316496,5515.1560660835,5692.61735339235,5874.02617173806,6045.89240350569
