"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"N2572","MONTHLY","FINANCE","Auto.Arima",6796.14165104739,4758.30544717857,4577.2307306697,6364.03316992144,6366.40082709531,4077.37869087907,4425.25758357423,8537.38753699127,4016.46972401822,7193.7825544225,4920.38152454597,4889.86446883702,6913.02589164199,4944.98633157109,4733.23616757218,6521.6360326767,6534.09166868691,4235.3095967005
"N2572","MONTHLY","FINANCE","BSTS",6634.40273926426,4767.96800341674,4472.99039957329,6329.70352067641,6360.88285495074,4048.69876167477,4486.54505873589,8547.05043053029,3976.17327914029,7195.03644458953,4854.2565766963,4821.25989038835,6774.54207228666,4908.78147274436,4606.34699586124,6454.73539663222,6511.4298207497,4188.85381535245
"N2572","MONTHLY","FINANCE","ETS",6424.44612601794,4621.14481042558,4365.39127760517,5955.61776715175,6171.04680848227,4283.09229654702,4342.84187247799,8283.80413166465,3901.85059170672,6722.34638722663,4737.01697054941,4817.09081949795,6528.09743844638,4695.60175107945,4435.63314754794,6051.3190511443,6270.07722977085,4351.73380738355
"N2572","MONTHLY","FINANCE","THETA",6541.38401537984,4691.44138944112,4456.93191593389,6077.66331390159,6307.0419189073,4379.83060013612,4388.27407919335,8497.9342090239,4039.27865117205,6748.52908561315,4825.28825140005,4967.50617800097,6707.566910034,4810.37497410062,4569.68221213518,6231.091000703,6465.92591242103,4489.93406529008
"N2572","MONTHLY","FINANCE","BEA",6618.33017210986,4715.80608700696,4471.87080261605,6216.45148591653,6299.44349684277,4136.38991636695,4418.2148382627,8456.08069972873,3964.83119828841,7037.05512874622,4837.21835726389,4842.73839290777,6738.55513412501,4849.7898517983,4591.73877032712,6342.56349348441,6438.53290640249,4258.63240647883
"N2572","MONTHLY","FINANCE","EAT",6587.32393081506,4690.29721568176,4466.51797473626,6132.43808365826,6281.49651816163,4246.76719585407,4385.45784508185,8439.70862589327,3985.866322299,6888.21934242076,4827.56224883181,4891.48715544531,6716.23008004079,4816.98768558372,4579.51717575177,6268.015361508,6423.36493695959,4358.99248979138
"N2572","MONTHLY","FINANCE","BAT",6657.30946856383,4739.23828001214,4502.38434872563,6257.13333483315,6344.77520031779,4168.63601756332,4433.35890716782,8527.45739218182,4010.64055144352,7045.78269487506,4866.64211754744,4892.87684574211,6798.37829132088,4888.04759280536,4636.4217918562,6402.48747667064,6503.81580061921,4304.69915911434
"N2572","MONTHLY","FINANCE","BET",6533.41096022068,4693.51806776115,4431.77119770412,6120.99486724325,6279.65719411344,4237.20721945264,4405.88700346908,8442.92959040628,3972.43417400636,6888.63730580977,4805.52059954859,4868.61896262909,6670.06880692235,4804.91939930814,4537.22078518145,6245.71514949317,6415.81098764719,4343.50722934203
"N2572","MONTHLY","FINANCE","BEAT",6599.09363292736,4709.7149126155,4468.13608094551,6181.7544429128,6301.34310235891,4197.25008730925,4410.72964849536,8466.54407705252,3983.44306150932,6964.92361796295,4834.23583079793,4873.93033918107,6730.80807810226,4839.93613237388,4586.22463077913,6314.69537028906,6445.38115790712,4316.45782118165
"N2572","MONTHLY","FINANCE","medianBEAT",6587.89337732205,4724.87341830985,4464.96115775359,6203.683417289,6333.96238692902,4180.23549371304,4406.76583138379,8517.66087300758,3996.32150157925,6971.15582001783,4839.77241404818,4855.56217961269,6741.05449116033,4859.57822342249,4588.01460399821,6342.91319866761,6488.67786658536,4293.52170204203
"N2572","MONTHLY","FINANCE","meanBaggedBEAT",6463.50196516093,4779.45288610255,4831.31638403018,5924.3853004496,6259.70947526382,4557.11257429702,4930.57447799176,7531.16421049364,4481.76430280628,6501.04943729789,5226.01654743953,5018.19087717353,6633.69052697453,4932.35985557318,4974.59813257533,6100.49952497761,6401.71581900685,4716.53315736024
"N2572","MONTHLY","FINANCE","medianBaggedBEAT",6448.08906157465,4795.22096502468,4866.14157470555,5886.52317594181,6246.76266984784,4553.65442764279,4902.50804728932,7585.74326832324,4545.52953544229,6429.48784267752,5223.94236176993,4985.29772350547,6603.49922098854,4948.92009344639,4998.21514317912,6054.91919093773,6402.91901861332,4717.51832711627
"N2572","MONTHLY","FINANCE","meanPertBEAT",6584.18751300229,4859.17213847455,4760.78802820553,6180.21563450891,6138.67875985677,4615.19875517707,5044.83068621717,7566.35589308558,4401.00607354754,6836.96293484195,5042.10799797846,5110.90312524542,6770.597502469,5034.07786471712,4923.04533013877,6379.45749536063,6329.94217696823,4767.33216415887
"N2572","MONTHLY","FINANCE","medianPertBEAT",6545.08204022927,4851.94342829879,4776.69063912289,6201.05314911431,6099.18233896577,4670.41370423673,5017.05578010515,7598.03382328847,4403.12111252617,6868.17423463538,5022.01478562099,5142.28924164698,6773.86905496198,5031.8991622794,4945.47881661007,6356.90786958677,6321.21242714761,4825.89165630936
