"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0244","YEARLY","INDUSTRY","Auto.Arima",6868.15112702397,6868.15112702397,6868.15112702397,6868.15112702397,6868.15112702397,6868.15112702397
"N0244","YEARLY","INDUSTRY","BSTS",7548.85714256685,7857.71381474696,8110.52052273461,8409.8612436826,8754.9201081973,9035.05341287308
"N0244","YEARLY","INDUSTRY","ETS",7086.67546526901,7086.67546526901,7086.67546526901,7086.67546526901,7086.67546526901,7086.67546526901
"N0244","YEARLY","INDUSTRY","THETA",6949.56552114794,6994.1924207727,7038.81932039747,7083.44622002223,7128.073119647,7172.70001927176
"N0244","YEARLY","INDUSTRY","BEA",7167.89457828661,7270.84680234665,7355.1157050092,7454.89594532519,7569.91556683009,7663.29333505535
"N0244","YEARLY","INDUSTRY","EAT",6968.13070448031,6983.00633768856,6997.88197089681,7012.75760410507,7027.63323731333,7042.50887052158
"N0244","YEARLY","INDUSTRY","BAT",7122.19126357958,7240.01912084788,7339.16365671868,7453.81953024293,7583.71478495609,7691.9681863896
"N0244","YEARLY","INDUSTRY","BET",7195.03270966126,7312.86056692956,7412.00510280036,7526.66097632461,7656.55623103777,7764.80963247128
"N0244","YEARLY","INDUSTRY","BEAT",7113.31231400194,7201.68320695316,7276.04160885626,7362.03351399945,7459.45495503432,7540.64500610945
"N0244","YEARLY","INDUSTRY","medianBEAT",7018.12049320847,7040.43394302085,7062.74739283324,7085.06084264562,7107.374292458,7129.68774227039
"N0244","YEARLY","INDUSTRY","meanBaggedBEAT",7668.28024883712,7852.40261134818,8034.5746559059,8090.77447782069,8121.99925193653,8277.21931735393
"N0244","YEARLY","INDUSTRY","medianBaggedBEAT",7132.22746640399,7081.03310090498,7663.81768428511,7473.40924729574,7266.78265267009,7538.37180286505
"N0244","YEARLY","INDUSTRY","meanPertBEAT",7402.38162531539,7672.70182024493,7620.87548830386,7762.25342037196,7882.27293679127,7934.18681953424
"N0244","YEARLY","INDUSTRY","medianPertBEAT",6825.62669765055,6948.63561434378,7019.79581601261,7076.42946387206,7125.09202845015,7184.14053215094
