"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8"
"N1351","QUARTERLY","DEMOGRAPHIC","Auto.Arima",4960.62182185642,4869.59328246467,4861.68532091744,4814.32815365264,4952.46234192516,4860.56139242944,4853.68311901292,4807.24793674849
"N1351","QUARTERLY","DEMOGRAPHIC","BSTS",4946.81979618637,4842.44360207668,4830.49348704046,4782.46087307448,4902.47865624946,4797.88615246104,4786.72715261691,4737.82035371854
"N1351","QUARTERLY","DEMOGRAPHIC","ETS",4968.86160091738,4868.61344161922,4857.47362078875,4824.20669347758,4968.94246564747,4868.69267488098,4857.55267275775,4824.28520405072
"N1351","QUARTERLY","DEMOGRAPHIC","THETA",4893.07540374379,4867.77449999239,4861.3233459601,4835.49404677937,4893.28821769149,4867.9862112289,4861.5347743215,4835.70434948794
"N1351","QUARTERLY","DEMOGRAPHIC","BEA",4958.76773965339,4860.21677538686,4849.88414291555,4806.99857340156,4941.29448794069,4842.38007325715,4832.65431479586,4789.78449817258
"N1351","QUARTERLY","DEMOGRAPHIC","EAT",4940.85294217253,4868.66040802543,4860.16076255543,4824.67629796986,4938.23100842137,4865.74675951311,4857.59018869739,4822.41249676239
"N1351","QUARTERLY","DEMOGRAPHIC","BAT",4933.50567392886,4859.93712817791,4851.16738463933,4810.76102450216,4916.0764052887,4842.14458537313,4833.98168198378,4793.59087998499
"N1351","QUARTERLY","DEMOGRAPHIC","BET",4936.25226694918,4859.61051456276,4849.76348459644,4814.05387111048,4921.56977986281,4844.85501285697,4835.27153323206,4799.26996908573
"N1351","QUARTERLY","DEMOGRAPHIC","BEAT",4942.34465567599,4862.10620653824,4852.74394367669,4814.12244174602,4929.29292037839,4848.78160775009,4839.87442967727,4801.26446100142
"N1351","QUARTERLY","DEMOGRAPHIC","medianBEAT",4953.7208090214,4868.19397080581,4859.39848337442,4819.26742356511,4927.47049908731,4864.27380182917,4855.61789588534,4815.76657039961
"N1351","QUARTERLY","DEMOGRAPHIC","meanBaggedBEAT",4902.04354668106,4868.62662628701,4866.66725159117,4842.40543373098,4895.13282287786,4863.94330272959,4857.41155337652,4835.69866211785
"N1351","QUARTERLY","DEMOGRAPHIC","medianBaggedBEAT",4901.03552473686,4869.56582377239,4866.56867356712,4837.37353477635,4896.06692751289,4866.17209755736,4862.01582716009,4837.60824523487
"N1351","QUARTERLY","DEMOGRAPHIC","meanPertBEAT",4891.45486149534,4873.26500372307,4867.3985012401,4845.94108550713,4885.47512247828,4867.17373297119,4859.80644227891,4837.06307906927
"N1351","QUARTERLY","DEMOGRAPHIC","medianPertBEAT",4898.08375292108,4880.40448257902,4873.74851791766,4852.83636180334,4891.02784997755,4871.63157629406,4862.75565812967,4836.99455133568
