"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0590","YEARLY","DEMOGRAPHIC","Auto.Arima",8591,8591,8591,8591,8591,8591
"N0590","YEARLY","DEMOGRAPHIC","BSTS",8997.94159689855,9087.46740910163,9245.40421708447,9398.70282948813,9513.71650793666,9635.19547038581
"N0590","YEARLY","DEMOGRAPHIC","ETS",8591.16713841348,8591.16713841348,8591.16713841348,8591.16713841348,8591.16713841348,8591.16713841348
"N0590","YEARLY","DEMOGRAPHIC","THETA",8737.23267030346,8883.28354749644,9029.33442468942,9175.3853018824,9321.43617907539,9467.48705626837
"N0590","YEARLY","DEMOGRAPHIC","BEA",8726.70291177068,8756.5448491717,8809.19045183265,8860.28998930054,8898.62788211671,8939.12086959976
"N0590","YEARLY","DEMOGRAPHIC","EAT",8639.79993623898,8688.48356196997,8737.16718770097,8785.85081343196,8834.53443916296,8883.21806489395
"N0590","YEARLY","DEMOGRAPHIC","BAT",8775.39142240067,8853.91698553269,8955.24621392463,9055.02937712351,9142.05089567068,9231.22750888473
"N0590","YEARLY","DEMOGRAPHIC","BET",8775.44713520516,8853.97269833718,8955.30192672912,9055.085089928,9142.10660847518,9231.28322168922
"N0590","YEARLY","DEMOGRAPHIC","BEAT",8729.33535140387,8788.22952375289,8864.22644504684,8939.063817446,9004.32995635638,9071.21241626692
"N0590","YEARLY","DEMOGRAPHIC","medianBEAT",8664.19990435847,8737.22534295496,8810.25078155145,8883.27622014794,8956.30165874443,9029.32709734092
"N0590","YEARLY","DEMOGRAPHIC","meanBaggedBEAT",9682.30611283097,9815.14686061291,9985.19881596339,10147.5567186465,10316.3238981736,10516.3340214144
"N0590","YEARLY","DEMOGRAPHIC","medianBaggedBEAT",9664.46364568711,9747.710005926,9941.55730315713,10086.7386472909,10317.7973943515,10564.9777376329
"N0590","YEARLY","DEMOGRAPHIC","meanPertBEAT",9465.83855656076,9579.09748329419,9741.49438072674,9907.80498596107,10093.3791900426,10234.6357018584
"N0590","YEARLY","DEMOGRAPHIC","medianPertBEAT",9528.30227673873,9576.80356205198,9737.3032307112,9834.91362404529,10003.7139766175,10118.1520835523
