"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8"
"N2885","OTHER","OTHER","Auto.Arima",5200.99412177143,5198.0092859715,5195.29095429866,5192.81533165846,5190.5607475259,5188.507466251,5186.63751430157,5184.93452293068
"N2885","OTHER","OTHER","BSTS",5197.18633736956,5195.26919579235,5189.64527707744,5185.98367113178,5182.05529527856,5176.89862026492,5171.8020172723,5165.70768490148
"N2885","OTHER","OTHER","ETS",5200.22174551488,5196.74864668236,5193.70224202451,5191.03010921548,5188.68626637416,5186.63038081104,5184.82707498604,5183.24531773417
"N2885","OTHER","OTHER","THETA",5197.6578634409,5178.31956178959,5158.98126013829,5139.64295848698,5120.30465683568,5100.96635518437,5081.62805353307,5062.28975188176
"N2885","OTHER","OTHER","BEA",5199.46740155196,5196.67570948207,5192.87949113353,5189.94303733524,5187.1007697262,5184.01215577566,5181.0888688533,5177.96250852211
"N2885","OTHER","OTHER","EAT",5199.62457690907,5191.02583148115,5182.65815215382,5174.49613312031,5166.51722357858,5158.7014007488,5151.03088094023,5143.4898641822
"N2885","OTHER","OTHER","BAT",5198.61277419396,5190.53268118448,5181.30583050479,5172.81398709241,5164.30689988004,5155.45748056677,5146.68919503565,5137.64398657131
"N2885","OTHER","OTHER","BET",5198.35531544178,5190.1124680881,5180.77625974674,5172.21891294475,5163.68207282947,5154.83178542011,5146.0857152638,5137.08091817247
"N2885","OTHER","OTHER","BEAT",5199.01501702419,5192.08667255895,5184.40493338472,5177.36801762318,5170.40174150357,5163.25070562783,5156.22366502324,5149.04431936202
"N2885","OTHER","OTHER","medianBEAT",5198.93980447789,5196.00892123735,5191.67375955097,5188.50689017363,5185.37078082636,5181.76450053798,5178.31454612917,5174.47650131783
"N2885","OTHER","OTHER","meanBaggedBEAT",5195.87185515541,5186.23186501528,5175.99968298516,5166.30550570477,5156.73228910594,5147.32476441852,5137.73952353542,5128.5099223378
"N2885","OTHER","OTHER","medianBaggedBEAT",5198.86826204377,5191.95262324914,5184.00134318055,5176.67788211604,5169.1739835337,5162.47416704494,5155.17105901454,5148.35653457875
"N2885","OTHER","OTHER","meanPertBEAT",5202.1028366468,5193.38518817059,5185.32992620082,5176.73995419478,5168.6945922338,5160.38842703158,5151.86373419913,5143.635958872
"N2885","OTHER","OTHER","medianPertBEAT",5196.21952859653,5182.29531603276,5171.67014948046,5161.19997265249,5151.37885534585,5141.22070311364,5130.86344575762,5120.72655285197
