"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"N2221","MONTHLY","MACRO","Auto.Arima",6468.47180488078,6492.40628494405,6517.08295951685,6541.75963408966,6566.43630866247,6591.11298323528,6615.78965780809,6640.4663323809,6665.14300695371,6689.81968152652,6714.49635609933,6739.17303067214,6763.84970524495,6788.52637981776,6813.20305439057,6837.87972896338,6862.55640353619,6887.233078109
"N2221","MONTHLY","MACRO","BSTS",6442.45731600732,6480.93341167106,6497.74302268797,6564.0694316258,6530.55809340786,6552.65254911613,6602.51644485378,6751.28303075816,6573.22738263939,6639.39952994413,6652.51782390755,6685.15609213054,6718.25684389599,6751.10066729782,6759.74492606939,6841.34600695465,6798.44578488014,6822.7573979858
"N2221","MONTHLY","MACRO","ETS",6457.35523696024,6481.76741392508,6506.17959088992,6530.59176785476,6555.00394481959,6579.41612178443,6603.82829874927,6628.24047571411,6652.65265267894,6677.06482964378,6701.47700660862,6725.88918357345,6750.30136053829,6774.71353750313,6799.12571446797,6823.5378914328,6847.95006839764,6872.36224536248
"N2221","MONTHLY","MACRO","THETA",6443.0273321872,6469.65922759011,6488.92461646133,6551.41268122339,6489.65100555828,6516.19717954467,6593.27447126439,6793.99188627045,6420.7189723636,6567.11514786976,6559.86576707686,6578.45809567506,6607.8663851059,6634.82749345945,6654.23303224304,6717.95943849969,6654.27893076847,6681.14981518436
"N2221","MONTHLY","MACRO","BEA",6456.09478594945,6485.0357035134,6507.00185769825,6545.47361119007,6550.66611562997,6574.39388471195,6607.37813380371,6673.32994628439,6630.34101409068,6668.76134703815,6689.49706220517,6716.73943545871,6744.13596989308,6771.44686153957,6790.69123164264,6834.25454245028,6836.31741893799,6860.78424048576
"N2221","MONTHLY","MACRO","EAT",6456.28479134274,6481.27764215308,6504.06238895603,6541.25469438927,6537.03041968011,6562.24209485479,6604.29747594059,6687.56623145515,6579.50487733209,6644.66655301335,6658.6130432616,6681.17343664022,6707.33915029638,6732.68913692678,6755.52060036719,6793.12568629863,6788.26180090077,6813.58171288528
"N2221","MONTHLY","MACRO","BAT",6451.31881769177,6480.99964140174,6501.25019955539,6552.41391564629,6528.88180254287,6553.32090396536,6603.86019130876,6728.58041646984,6553.0297873189,6632.11145311347,6642.29331569458,6667.59573949258,6696.65764474895,6724.81818019168,6742.393670901,6799.06172480591,6771.7603730616,6797.04676375972
"N2221","MONTHLY","MACRO","BET",6447.61329505159,6477.45335106208,6497.61574334641,6548.69129356798,6525.07101459524,6549.42195014841,6599.87307162248,6724.50513091424,6548.86633589398,6627.85983581922,6637.95353253101,6663.16779045969,6692.14152984673,6720.21389942013,6737.70122426013,6794.28111229572,6766.89159468208,6792.08981951088
"N2221","MONTHLY","MACRO","BEAT",6452.82792250889,6481.19158453257,6502.48254738902,6546.9583786984,6535.41233811205,6559.84470842013,6603.85221816888,6703.4954312809,6577.93550365891,6643.34979724605,6657.08923842309,6682.1691005128,6710.06857369628,6737.29201951954,6756.57668179274,6805.18076646263,6790.80779689561,6815.87563416041
"N2221","MONTHLY","MACRO","medianBEAT",6450.19128457372,6481.35041279807,6501.96130678895,6546.58615765653,6542.78101911372,6566.03433545028,6603.17237180153,6695.87468156953,6612.94001765917,6658.23217979396,6676.99741525808,6705.522637852,6734.27910221714,6762.90710240048,6779.43532026868,6830.70881019809,6823.19792663889,6847.55982167414
"N2221","MONTHLY","MACRO","meanBaggedBEAT",6371.04235900074,6426.71206853133,6436.58010410123,6459.1962110666,6441.31107528607,6477.14262353241,6508.93584702812,6579.18069429467,6501.89483465674,6551.19232514606,6558.3359585147,6580.20655794486,6580.99348136451,6621.50554781785,6635.28600155611,6665.61602362265,6653.95743277453,6686.91104378564
"N2221","MONTHLY","MACRO","medianBaggedBEAT",6374.25876040409,6430.34475444637,6437.80660458301,6465.59433166256,6428.23690800252,6493.87728440961,6514.37913973485,6575.73653492052,6518.94796087008,6570.26838491012,6566.49367122371,6601.60593621174,6604.31786829226,6631.95420789363,6664.34326255254,6683.05815742685,6654.73414161784,6709.16394327543
"N2221","MONTHLY","MACRO","meanPertBEAT",6425.36587427769,6454.87712639527,6452.83572115851,6492.26346432173,6492.02040010694,6513.40651025212,6547.78086147608,6626.43216127054,6538.79071551847,6582.30738333798,6601.50327718475,6631.53434903154,6644.73566829486,6684.65752421935,6678.06848284409,6722.70131643176,6717.68403908019,6740.19732625016
"N2221","MONTHLY","MACRO","medianPertBEAT",6423.70602520954,6448.26862234085,6437.48721270202,6499.71579884007,6481.05518352332,6499.98211444376,6542.50370812101,6640.96639499621,6524.38414988953,6569.67781223306,6604.30432471795,6610.94368166065,6653.11803092258,6673.02293608167,6650.34222742248,6720.1935616916,6701.05050623859,6727.39936503147
