"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8"
"N0723","QUARTERLY","MICRO","Auto.Arima",4387.23429250337,4737.33267729924,5001.73204779246,5437.39166712521,5164.88691451757,5406.06928176801,5588.21369843609,5888.33909994963
"N0723","QUARTERLY","MICRO","BSTS",4138.07935879606,4627.54633998951,4923.58849398571,5308.27973881623,4765.03522735069,5246.44077129966,5554.67851021007,5936.10932986541
"N0723","QUARTERLY","MICRO","ETS",4091.15740679757,4563.32588490583,4984.82813377493,5272.09184886024,4688.31650891919,5160.48498702746,5581.98723589656,5869.25095098187
"N0723","QUARTERLY","MICRO","THETA",4686.47302907165,5151.32269060077,5407.47519856163,4971.49113480958,4869.65379968092,5350.72458751555,5614.78627587858,5160.27808968107
"N0723","QUARTERLY","MICRO","BEA",4205.490352699,4642.73496739819,4970.0495585177,5339.25441826723,4872.74621692915,5270.99834669838,5574.95981484757,5897.89979359897
"N0723","QUARTERLY","MICRO","EAT",4388.28824279086,4817.32708426862,5131.34512670967,5226.99155026501,4907.61907437256,5305.75961877034,5594.99573673708,5639.28938020419
"N0723","QUARTERLY","MICRO","BAT",4403.92889345703,4838.73390262984,5110.9319134466,5239.05418025034,4933.19198051639,5334.41154686107,5585.89282817491,5661.57550649871
"N0723","QUARTERLY","MICRO","BET",4305.23659822176,4780.7316384987,5105.29727544076,5183.95424082869,4774.33517865027,5252.55011528089,5583.81734066173,5655.21279017612
"N0723","QUARTERLY","MICRO","BEAT",4325.73602179216,4769.88189819884,5079.40596852868,5247.31359740282,4871.97311261709,5290.92990690267,5584.91643010532,5713.4943676195
"N0723","QUARTERLY","MICRO","medianBEAT",4262.65682564972,4682.43950864437,4993.2800907837,5290.18579383824,4817.3445135158,5298.58267940761,5585.10046716633,5878.79502546575
"N0723","QUARTERLY","MICRO","meanBaggedBEAT",4387.73525621805,4745.85854121713,5031.26214170128,4967.53782702576,4933.99124271277,5301.11285811339,5592.65389178294,5502.71817073977
"N0723","QUARTERLY","MICRO","medianBaggedBEAT",4356.45736505767,4708.77572839655,5051.35023818942,4988.83391920065,4888.99557003764,5317.52562450522,5610.73453525766,5535.75377439659
"N0723","QUARTERLY","MICRO","meanPertBEAT",4385.36569230191,4802.05045520184,5069.82381185202,4931.03611442027,4959.32875040035,5382.54348643525,5656.81378929766,5483.24534682986
"N0723","QUARTERLY","MICRO","medianPertBEAT",4436.67344652084,4820.66197838678,5122.42257912604,4922.33227252866,5026.02287786388,5412.02854131596,5696.35164719551,5511.17484988697
