"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8"
"N2951","OTHER","OTHER","Auto.Arima",2647.57456529388,2629.85766310699,2592.84094401892,2584.41420100874,2564.89462105132,2530.5845528034,2521.08550163202,2500.18779555093
"N2951","OTHER","OTHER","BSTS",2620.9064405338,2590.88370881564,2562.87823763568,2533.82188635237,2502.57879906837,2473.70882323758,2442.61556636615,2409.82568668297
"N2951","OTHER","OTHER","ETS",2623.76968584458,2592.57827538168,2561.38686491877,2530.19545445587,2499.00404399296,2467.81263353006,2436.62122306715,2405.42981260425
"N2951","OTHER","OTHER","THETA",2643.95288236001,2632.90475928014,2621.85663620026,2610.80851312038,2599.7603900405,2588.71226696063,2577.66414388075,2566.61602080087
"N2951","OTHER","OTHER","BEA",2630.75023055742,2604.43988243477,2572.36868219112,2549.47718060566,2522.15915470422,2490.70200319035,2466.77409702178,2438.48109827938
"N2951","OTHER","OTHER","EAT",2638.43237783283,2618.44689925627,2592.02814837932,2575.13938952833,2554.5530183616,2529.03648443136,2511.79028952664,2490.74454298535
"N2951","OTHER","OTHER","BAT",2637.47796272923,2617.88204373426,2592.52527261829,2576.3482001605,2555.74460338673,2531.00188100054,2513.78840395964,2492.20983434493
"N2951","OTHER","OTHER","BET",2629.5430029128,2605.45558115915,2582.0405795849,2558.27528464287,2533.78107770061,2510.07790790942,2485.63364443802,2460.62384002936
"N2951","OTHER","OTHER","BEAT",2634.05089350807,2611.55610164611,2584.74067069341,2564.81001373434,2541.55946353829,2515.20456913292,2494.49660873652,2470.51482890976
"N2951","OTHER","OTHER","medianBEAT",2633.8612841023,2611.21796924434,2577.8595908273,2559.11804368055,2533.73671005985,2502.14668802049,2481.85053399909,2455.00674111695
"N2951","OTHER","OTHER","meanBaggedBEAT",2630.27353068649,2607.01802967709,2578.91250644405,2556.68834478049,2533.23324367572,2506.17547585983,2483.60339877552,2459.71670773235
"N2951","OTHER","OTHER","medianBaggedBEAT",2631.24829836723,2607.49344337499,2579.72046511544,2558.47481317363,2534.00739759039,2507.73029468375,2485.06456041517,2460.57682010084
"N2951","OTHER","OTHER","meanPertBEAT",2627.37805644309,2602.02086775765,2575.84114620773,2550.45252112556,2525.05480440803,2499.00670859292,2473.54763202138,2448.10489719675
"N2951","OTHER","OTHER","medianPertBEAT",2633.15257613136,2607.77510960865,2582.17682700853,2556.60579756567,2531.21434803763,2505.82232099179,2479.86729844452,2454.85629895573
