"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"N1511","MONTHLY","MICRO","Auto.Arima",3694.74143656993,4030.1792947281,4623.64627454639,3875.36182173202,3488.31813924183,4262.40550422221,3823.7559974,4030.1792947281,4572.04045021437,4468.82880155031,3978.57347039607,4184.99676772417,3872.64809672591,4045.75356855012,4352.01709562373,3965.85873540049,3766.1216525264,4165.59581827458
"N1511","MONTHLY","MICRO","BSTS",3302.43615471902,3784.12486772214,4284.0279961881,3569.33851624175,3566.98555552355,4116.03643270758,3788.8147788414,3809.13611324536,4471.20973950189,4593.2069363032,3835.70380000307,4095.13321048862,3181.48546129309,3608.49988203813,4119.02672166112,3401.19950170832,3345.69207337787,3965.50964773457
"N1511","MONTHLY","MICRO","ETS",4245.1448149755,4245.1448149755,4245.1448149755,4245.1448149755,4245.1448149755,4245.1448149755,4245.1448149755,4245.1448149755,4245.1448149755,4245.1448149755,4245.1448149755,4245.1448149755,4245.1448149755,4245.1448149755,4245.1448149755,4245.1448149755,4245.1448149755,4245.1448149755
"N1511","MONTHLY","MICRO","THETA",3474.30966582449,3894.65333960368,4294.86998579441,3617.64782850473,3821.2320978555,4025.41187883061,4150.83125523769,3867.80281501907,4226.46822017694,4827.6497945347,3995.83833914416,4162.81163488103,3392.44113929587,3802.69928073802,4193.26677185411,3531.89652563348,3730.47584256013,3929.61664835621
"N1511","MONTHLY","MICRO","BEA",3747.44080208815,4019.81632580858,4384.27302857,3896.61505098309,3766.81616991363,4207.8622506351,3952.57186373897,4028.15340764965,4429.46500156392,4435.72685094301,4019.80736179155,4175.09159772943,3766.4261243315,3966.46608852125,4238.72954408678,3870.73435069477,3785.65284695992,4125.41676032822
"N1511","MONTHLY","MICRO","EAT",3804.73197245664,4056.65914976909,4387.88702510543,3912.71815507075,3851.56501735761,4177.65406600944,4073.24402253773,4047.70897490756,4347.88449512227,4513.8744703535,4073.18554150525,4197.6510725269,3836.74468366576,4031.19922142122,4263.47622748445,3914.30002533649,3913.91410335401,4113.4524272021
"N1511","MONTHLY","MICRO","BAT",3490.49575237115,3902.98583401797,4400.84808550963,3687.44938882617,3625.51193087362,4134.6179385868,3921.13401049303,3902.37274099751,4423.2394699644,4629.89517746274,3936.7052031811,4147.64720436461,3482.19156577162,3818.98424377543,4221.43686304632,3632.9849209141,3614.09652282147,4020.24070478845
"N1511","MONTHLY","MICRO","BET",3673.963545173,3974.64100743377,4274.68093231934,3810.710386574,3877.78748945152,4128.86437550456,4061.59694968486,3974.02791441331,4314.27425821811,4555.33384860447,4025.56231804091,4167.69655344839,3606.35713852149,3885.44799258389,4185.81276949691,3726.08028077244,3773.7709103045,4046.75703702209
"N1511","MONTHLY","MICRO","BEAT",3679.15801802224,3988.52557925735,4361.9222678761,3826.8732453635,3780.42015189909,4162.24965768398,4002.13671161365,3988.06575949201,4378.71580621718,4533.70758684093,4013.8151061297,4172.02160701733,3672.92987807259,3925.52438657545,4227.36385102862,3786.02489442945,3771.85859585997,4076.46673233521
"N1511","MONTHLY","MICRO","medianBEAT",3584.52555119721,3962.41631716589,4289.44899099126,3746.50482511838,3694.10882668952,4180.59062384154,3987.29362631884,3948.99105487358,4358.1772772387,4531.01786892676,3987.20590477012,4173.9042013026,3632.54461801089,3924.22642464407,4219.20579341481,3748.87763051698,3748.29874754327,4065.55273300457
"N1511","MONTHLY","MICRO","meanBaggedBEAT",3696.20104581224,3896.30939098312,4056.73235254337,3803.99204228015,3936.77777435027,4049.87941416761,4028.17518441432,3932.56405015332,4264.49726977965,4540.24252308487,4032.47320011931,4145.27653396866,3648.34286083888,3811.92905214415,3988.85228876277,3751.72056376468,3874.15852415738,3969.5997835174
"N1511","MONTHLY","MICRO","medianBaggedBEAT",3626.6162569539,3894.83630704006,4029.51253570319,3798.66919980832,3941.91732678768,4063.34327407259,4053.14767977644,3901.0034438485,4291.04342863494,4568.76934369786,4057.96615978721,4159.4350429067,3512.68052428593,3818.34906428884,4022.94047225907,3737.11039699706,3976.06085535681,4008.8031097625
"N1511","MONTHLY","MICRO","meanPertBEAT",3851.03104362894,3996.63358811095,4155.94405985795,3898.04936486972,4011.02749810868,4147.391010794,4090.94375364081,4049.08388028707,4354.97574794236,4500.57954164163,4163.59430321719,4115.1018805249,3784.43229786834,3940.98198319798,4082.93592867092,3855.34052532229,3962.01717903977,4072.42202599051
"N1511","MONTHLY","MICRO","medianPertBEAT",3783.16442545936,3996.55813813413,4273.29965110062,3929.98067617963,3974.500473833,4224.71715287386,4077.92449016915,4013.49033036562,4360.71664873584,4435.44409532459,4187.13068204331,4172.43813717241,3720.89418991262,3961.72456658807,4202.08105975817,3870.89038712291,3968.4610290902,4184.20497028347
