"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"N2288","MONTHLY","MACRO","Auto.Arima",5355.57617267995,5367.18453036359,5386.93924769712,5403.19171151755,5420.87932719908,5439.04113440836,5458.93247025286,5469.21075615084,5469.28009371312,5483.73076045979,5491.84312899381,5502.3667485241,5512.55594191662,5524.82826210354,5539.94554846473,5551.84554035503,5561.70958056173,5569.69231993431
"N2288","MONTHLY","MACRO","BSTS",5340.62514013493,5350.54073394851,5356.2309724178,5360.77541620384,5371.87284056442,5374.51449528914,5382.18293233411,5394.13570265155,5410.50941059779,5408.84926890021,5417.44014288496,5427.85813229164,5427.70739883995,5437.8868714497,5443.61781710161,5445.17470700135,5456.79678458435,5461.23004622427
"N2288","MONTHLY","MACRO","ETS",5338.42064428646,5340.25918622873,5342.05495515465,5343.80894616304,5345.52213120211,5347.19545960805,5348.82985863108,5350.42623394927,5351.98547017043,5353.50843132228,5354.99596133124,5356.44888449011,5357.86800591478,5359.25411199044,5360.60797080728,5361.93033258619,5363.2219300944,5364.4834790516
"N2288","MONTHLY","MACRO","THETA",5331.28034952928,5338.53486401946,5341.97763754657,5340.7635803689,5352.42581679918,5356.81670289824,5358.01237967442,5361.77169486308,5378.08288259547,5375.25368802025,5377.74022476327,5390.53469594011,5386.72490619557,5394.0067915912,5397.43731569246,5396.16272548026,5407.89798243958,5412.28646831103
"N2288","MONTHLY","MACRO","BEA",5344.87398570045,5352.66148351361,5361.74172508986,5369.25869129481,5379.42476632187,5386.91702976852,5396.64842040602,5404.59089758388,5410.59165816045,5415.36282022743,5421.42641107001,5428.89125510195,5432.71044889045,5440.65641518122,5448.05711212454,5452.98352664753,5460.57609841349,5465.13528173673
"N2288","MONTHLY","MACRO","EAT",5341.75905549857,5348.65952687059,5356.99061346612,5362.58807934983,5372.94242506679,5381.01776563822,5388.59156951945,5393.80289498773,5399.782815493,5404.16429326744,5408.19310502944,5416.45010965144,5419.04961800899,5426.02972189506,5432.66361165482,5436.64619947383,5444.27649769857,5448.82075576565
"N2288","MONTHLY","MACRO","BAT",5342.49388744806,5352.08670944385,5361.71595255383,5368.24356936343,5381.72599485423,5390.12411086524,5399.7092607538,5408.37271788849,5419.29079563546,5422.61123912675,5429.00783221401,5440.25319225195,5442.32941565071,5452.24064171481,5460.3335604196,5464.39432427888,5475.46811586189,5481.06961148987
"N2288","MONTHLY","MACRO","BET",5336.77537798356,5343.11159473224,5346.75452170634,5348.44931424526,5356.6069295219,5359.50888593181,5363.0083902132,5368.77787715463,5380.1925877879,5379.20379608091,5383.39210965982,5391.61390424062,5390.76677031677,5397.04925834378,5400.55436786712,5401.0892550226,5409.30556570611,5412.66666452897
"N2288","MONTHLY","MACRO","BEAT",5341.47557665766,5349.12982864007,5356.80070320404,5362.13491356333,5372.6750289412,5379.39194805095,5386.98941022312,5393.88609690368,5402.4644642692,5405.33553717563,5410.50486449332,5419.30211531149,5421.21406321673,5428.99400928372,5435.40216301652,5438.77832635571,5447.40656942002,5451.9230783803
"N2288","MONTHLY","MACRO","medianBEAT",5339.5228922107,5345.39996008862,5349.14296378622,5352.29218118344,5362.1493286818,5365.66559909369,5370.09765600426,5377.95369875731,5394.29614659663,5392.05147846023,5397.59018382412,5409.19641411588,5407.21615251776,5415.94683152045,5420.52756639703,5420.66871624081,5432.34738351197,5436.75825726765
"N2288","MONTHLY","MACRO","meanBaggedBEAT",5374.07372156461,5383.58239749628,5392.43712688637,5398.34388261809,5406.33844311807,5412.88485831227,5420.93891992646,5428.84885089705,5437.90862295593,5445.19175098423,5451.89701337202,5459.73465645112,5464.9577293359,5474.50633844876,5482.1454683042,5488.15505315541,5495.3875682686,5501.28809342921
"N2288","MONTHLY","MACRO","medianBaggedBEAT",5356.20614466678,5364.71104374081,5372.19978624081,5375.32443190989,5382.32490777603,5386.92290368446,5396.13278943194,5403.55388527332,5413.11580212771,5418.93382017686,5426.90838229617,5434.97695037985,5438.55715269229,5447.37199185879,5452.90443160657,5457.9361477708,5464.54240254935,5468.58978188801
"N2288","MONTHLY","MACRO","meanPertBEAT",5365.97834510966,5378.25404000524,5387.26261791299,5395.79641897717,5408.60323540943,5417.01837856668,5427.03557151746,5436.67226571081,5450.33567530543,5455.94643255692,5466.71550571522,5476.37657519532,5483.2828460156,5493.52801609382,5500.74066831938,5508.14762326897,5518.74965780265,5525.96978623329
"N2288","MONTHLY","MACRO","medianPertBEAT",5372.77030088258,5383.89724498782,5389.14354489361,5400.48774138783,5413.42850193543,5418.20406580135,5427.6515537945,5439.1938370859,5451.60215869816,5456.88050515449,5469.86758608524,5476.01471389643,5484.21035143091,5494.51941160118,5497.94337809778,5508.07801892454,5518.25155737101,5522.89586250139
