"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"N2446","MONTHLY","MACRO","Auto.Arima",7164.88695652171,7174.77391304342,7184.66086956513,7194.54782608684,7204.43478260855,7214.32173913026,7224.20869565197,7234.09565217368,7243.98260869539,7253.8695652171,7263.75652173881,7273.64347826052,7283.53043478223,7293.41739130394,7303.30434782565,7313.19130434736,7323.07826086906,7332.96521739077
"N2446","MONTHLY","MACRO","BSTS",7170.64570191346,7171.59793732972,7124.35576244776,7130.12663780976,7173.47680407332,7164.43071827603,7163.84071012472,7161.1793843223,7160.70376655596,7169.72384253318,7174.55141169283,7178.20894917024,7184.08389317942,7181.30918186014,7135.43382961141,7148.19294184576,7183.22446518837,7174.67987529548
"N2446","MONTHLY","MACRO","ETS",7155.00161894565,7155.00161894565,7155.00161894565,7155.00161894565,7155.00161894565,7155.00161894565,7155.00161894565,7155.00161894565,7155.00161894565,7155.00161894565,7155.00161894565,7155.00161894565,7155.00161894565,7155.00161894565,7155.00161894565,7155.00161894565,7155.00161894565,7155.00161894565
"N2446","MONTHLY","MACRO","THETA",7159.2928897716,7163.43309755233,7167.57330533305,7171.71351311378,7175.8537208945,7179.99392867523,7184.13413645595,7188.27434423668,7192.4145520174,7196.55475979813,7200.69496757885,7204.83517535958,7208.9753831403,7213.11559092103,7217.25579870175,7221.39600648248,7225.5362142632,7229.67642204393
"N2446","MONTHLY","MACRO","BEA",7163.5114257936,7167.12448977293,7154.67275031951,7159.89202761408,7177.63773520917,7177.91802545064,7181.01700824078,7183.42555181387,7186.56266473233,7192.86500889864,7197.76985079243,7202.28468212547,7207.5386489691,7209.90939736991,7197.9132654609,7205.46195504625,7220.43478166769,7220.88223721063
"N2446","MONTHLY","MACRO","EAT",7159.72715507965,7164.4028765138,7169.07859794794,7173.75431938209,7178.43004081623,7183.10576225038,7187.78148368452,7192.45720511867,7197.13292655281,7201.80864798696,7206.4843694211,7211.16009085525,7215.83581228939,7220.51153372354,7225.18725515768,7229.86297659183,7234.53869802597,7239.21441946012
"N2446","MONTHLY","MACRO","BAT",7164.94184940226,7169.93498264182,7158.86331244865,7165.46265900346,7184.58843585879,7186.2487953605,7190.72784741088,7194.51646024422,7199.03364242292,7206.71605584947,7213.0009670035,7218.89586759678,7225.52990370065,7229.2807213617,7218.66465871294,7227.59341755853,7243.94631344021,7245.7738382434
"N2446","MONTHLY","MACRO","BET",7161.6467368769,7163.34421794257,7148.97689557549,7152.28058995639,7168.11071463782,7166.47542196563,7167.65882184211,7168.15178250154,7169.37331250634,7173.76007375899,7176.74933273911,7179.34858115849,7182.68696508846,7183.14213057561,7169.23041575294,7174.86352242463,7187.92076613241,7186.45263876169
"N2446","MONTHLY","MACRO","BEAT",7162.4567917881,7166.20164171778,7157.8978890729,7162.847398989,7177.19173163051,7178.43700125679,7181.79629029457,7184.63774991958,7188.0256365536,7193.78744662351,7198.50112998903,7202.92230543399,7207.8978325119,7210.71094575769,7202.74889877111,7209.44546790531,7221.71013981657,7223.08078341896
"N2446","MONTHLY","MACRO","medianBEAT",7162.08992314666,7167.51551744102,7161.28746213935,7163.35756602971,7174.66526248391,7172.21232347563,7173.98742329033,7174.72686427949,7176.55915928668,7183.13930116565,7187.62318963584,7191.52206226491,7196.52963815986,7197.21238639059,7186.1287088237,7188.19881271406,7204.38033972579,7202.17814866971
"N2446","MONTHLY","MACRO","meanBaggedBEAT",7263.02307129837,7265.66984325422,7271.71614866729,7279.50824268799,7285.29011872558,7293.58444442787,7302.66188159103,7305.80596773247,7311.12753000275,7317.33577333449,7323.77062677454,7329.40936527674,7335.04314765576,7340.38965363555,7348.03163891939,7354.35797721513,7357.92907934452,7363.17435085855
"N2446","MONTHLY","MACRO","medianBaggedBEAT",7262.0117742747,7257.72820853323,7263.07308340109,7275.19654095569,7283.11507749679,7288.52357594426,7294.54370300265,7295.99932574727,7300.26081026892,7305.1519959399,7308.10953443356,7312.70559130896,7317.14625185721,7320.82344562737,7325.79523685968,7330.53771731992,7336.33157611076,7341.94146527542
"N2446","MONTHLY","MACRO","meanPertBEAT",7231.69716382416,7236.18653317326,7238.16066951127,7243.51618746307,7248.31547457748,7250.95160862655,7256.55140609677,7261.63288489598,7263.93646051632,7269.70204493287,7274.68591644892,7276.89666443288,7283.00963787246,7289.26868016267,7291.38341289739,7296.39009380173,7302.39196230759,7304.85309206519
"N2446","MONTHLY","MACRO","medianPertBEAT",7238.87415111659,7242.19687289509,7246.50925027185,7249.97439077194,7255.24797863107,7259.42547696575,7263.65661366939,7271.2512520634,7272.41044009481,7276.3383998409,7283.88933120144,7284.30563149925,7288.29174404193,7297.02007863383,7296.70550926541,7300.46342713422,7308.96782701223,7309.11396593401
