"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"N2729","MONTHLY","DEMOGRAPHIC","Auto.Arima",5278.96040746937,5294.04098561866,5321.52517882207,5264.93273942513,5306.78118534823,5285.45526596437,5311.71011699426,5328.89483662423,5367.28657666565,5393.73456443019,5424.61253936889,5435.93580834472,5396.64698171787,5399.53323776706,5433.46389471845,5380.09589873948,5432.78431884754,5409.69587765805
"N2729","MONTHLY","DEMOGRAPHIC","BSTS",5301.14391149413,5317.64253769866,5351.42066879098,5265.86875809974,5314.3512818295,5292.84216555421,5330.38041179137,5330.34000650501,5383.81245819117,5428.98842716812,5434.65945966043,5459.27905562805,5437.81819981913,5454.58111419373,5489.63764722176,5399.99271410038,5450.89644608877,5427.52702452986
"N2729","MONTHLY","DEMOGRAPHIC","ETS",5300.86196113363,5325.16921891788,5347.11388418616,5261.80578962707,5308.11740120183,5287.72687993429,5329.44806474497,5318.86227843725,5380.00396803242,5417.23266652698,5411.21708390505,5443.64263291017,5420.98458953267,5445.29184731691,5467.23651258519,5381.92841802611,5428.24002960087,5407.84950833332
"N2729","MONTHLY","DEMOGRAPHIC","THETA",5289.81550864158,5309.36872478676,5328.8751263167,5232.70000215129,5270.39391322626,5243.43455029755,5280.82358661249,5260.70816034574,5324.27173341942,5360.87926024289,5345.44745215968,5378.1654125026,5344.38365197977,5364.09153121378,5383.75184828269,5286.54010954699,5324.57540259541,5297.29274791456
"N2729","MONTHLY","DEMOGRAPHIC","BEA",5293.65542669904,5312.28424741173,5340.01991059974,5264.20242905065,5309.74995612652,5288.67477048429,5323.84619784353,5326.03237385549,5377.03433429641,5413.31855270843,5423.49636097812,5446.28583229431,5418.48325702322,5433.13539975924,5463.44601817513,5387.33901028866,5437.30693151239,5415.02413684041
"N2729","MONTHLY","DEMOGRAPHIC","EAT",5289.87929241486,5309.52630977443,5332.50472977498,5253.14617706783,5295.09749992544,5272.20556539874,5307.32725611724,5302.82175846907,5357.18742603916,5390.61549706668,5393.75902514454,5419.24795125249,5387.33840774343,5402.97220543258,5428.15075186211,5349.52147543752,5395.19991701461,5371.61271130198
"N2729","MONTHLY","DEMOGRAPHIC","BAT",5289.97327586836,5307.01741603469,5333.94032464325,5254.50049989205,5297.17546013466,5273.91066060537,5307.63803846604,5306.64766782499,5358.45692275875,5394.53408394707,5401.57315039633,5424.46009215845,5392.94961117225,5406.06862772486,5435.61779674096,5355.54290746228,5402.75205584391,5378.17188336749
"N2729","MONTHLY","DEMOGRAPHIC","BET",5297.27379375645,5317.3934938011,5342.46989309795,5253.4581832927,5297.6208654192,5274.66786526202,5313.55068771628,5303.30348176266,5362.69605321433,5402.366784646,5397.10799857505,5427.02903368027,5401.06214711052,5421.32149757481,5446.87533602988,5356.15374722449,5401.23729276168,5377.55642692591
"N2729","MONTHLY","DEMOGRAPHIC","BEAT",5292.69544718468,5311.55536675549,5337.23371452898,5256.32682232581,5299.91094540145,5277.3647154376,5313.09054503577,5309.70132047805,5363.84368407716,5400.20872959204,5403.98413377351,5429.25572734638,5399.95835576236,5415.87443262287,5443.52247570202,5362.13928510324,5409.12404928315,5385.59128960895
"N2729","MONTHLY","DEMOGRAPHIC","medianBEAT",5295.3387348876,5313.50563124271,5337.99450525143,5263.3692645261,5307.44929327503,5286.59107294933,5320.57909086961,5323.87855753074,5373.64527234903,5405.48361547858,5417.91481163697,5439.78922062744,5408.81578562527,5422.41254254199,5450.35020365182,5381.01215838279,5430.5121742242,5408.77269299569
"N2729","MONTHLY","DEMOGRAPHIC","meanBaggedBEAT",5282.68538874712,5302.76652366071,5318.31863532779,5231.75606516477,5274.63995799037,5251.48404725701,5288.0449270516,5285.19956064896,5337.16759878485,5386.68674722138,5377.23330278322,5408.35064772592,5374.40258108164,5394.69442806296,5409.56465321796,5321.43338421869,5365.07374617803,5341.56632531228
"N2729","MONTHLY","DEMOGRAPHIC","medianBaggedBEAT",5276.78598497997,5292.83990248211,5315.94176217386,5226.44882498542,5271.52810957531,5250.02506252633,5288.70441042057,5280.75676116999,5334.32309006389,5386.07681487705,5368.3374507287,5404.01756376454,5363.73170328592,5381.70605881548,5400.9218240899,5310.92817247853,5353.87216840343,5331.68557791145
"N2729","MONTHLY","DEMOGRAPHIC","meanPertBEAT",5268.19955890267,5292.59683473547,5307.56657704571,5224.61950746073,5258.8820981631,5238.31736091658,5278.06831284991,5270.29654073241,5329.3937756383,5367.45115042007,5369.61202464803,5389.2746332964,5360.01066345847,5383.62201101822,5399.50691416859,5313.14154745598,5349.36883570233,5326.85039086535
"N2729","MONTHLY","DEMOGRAPHIC","medianPertBEAT",5266.74720557217,5294.83415499052,5304.39480601389,5221.86992248451,5256.49754112425,5235.94183432353,5274.76215031536,5269.08116708453,5326.27478542862,5368.36560678975,5364.21778798222,5386.62673575828,5353.85922786412,5385.07592798885,5396.66545381394,5307.15692483908,5347.10182268243,5325.26882652781
