"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0306","YEARLY","MACRO","Auto.Arima",5041.31249999985,5218.1249999997,5394.93749999955,5571.7499999994,5748.56249999925,5925.3749999991
"N0306","YEARLY","MACRO","BSTS",5180.53095951516,5354.3235859071,5533.81878325093,5715.74767126775,5897.07442057545,6079.03786139979
"N0306","YEARLY","MACRO","ETS",5190.76743793459,5376.44603674209,5562.12463554959,5747.80323435709,5933.48183316459,6119.16043197208
"N0306","YEARLY","MACRO","THETA",4960.70761076775,5056.89204704226,5153.07648331677,5249.26091959128,5345.44535586579,5441.6297921403
"N0306","YEARLY","MACRO","BEA",5137.53696581653,5316.29820754963,5496.96030626669,5678.43363520808,5859.70625124643,6041.19109779033
"N0306","YEARLY","MACRO","EAT",5064.26251623407,5217.15436126135,5370.04620628864,5522.93805131592,5675.82989634321,5828.72174137049
"N0306","YEARLY","MACRO","BAT",5060.85035676092,5209.78021098302,5360.61092218908,5512.25286361948,5663.69409214683,5815.34755117973
"N0306","YEARLY","MACRO","BET",5110.66866940584,5262.55388989715,5416.33996737243,5570.93727507204,5725.33386986861,5879.94269517073
"N0306","YEARLY","MACRO","BEAT",5093.32962705434,5251.44666742279,5410.98935052921,5571.14045630388,5731.14102740127,5891.30077137782
"N0306","YEARLY","MACRO","medianBEAT",5110.9217297575,5286.2242929534,5464.37814162524,5643.74883563357,5822.81846028735,6002.20643069945
"N0306","YEARLY","MACRO","meanBaggedBEAT",5166.30674435441,5330.03676307485,5496.83510532128,5661.349006964,5824.80196411631,5987.63101719123
"N0306","YEARLY","MACRO","medianBaggedBEAT",5175.09310713455,5337.46506913575,5505.76644541362,5669.62761491158,5836.02150298527,6001.48296023873
"N0306","YEARLY","MACRO","meanPertBEAT",5164.44987651869,5317.03966934071,5491.29334715429,5647.66848967464,5818.55752600915,5976.16860005595
"N0306","YEARLY","MACRO","medianPertBEAT",5166.7693676448,5301.63899885393,5480.83479518351,5626.86398117287,5815.52200721667,5956.28523414229
