"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8"
"N0778","QUARTERLY","MICRO","Auto.Arima",7141.67369285203,7792.13008813379,8022.97839627462,8790.25044828418,8251.5241411362,8901.98053641797,9132.8288445588,9900.10089656835
"N0778","QUARTERLY","MICRO","BSTS",7384.0299673779,8302.82385305104,8614.09711079672,9457.56405466033,9210.05482396083,10132.8048402054,10452.7812958067,11311.956321202
"N0778","QUARTERLY","MICRO","ETS",6963.04131753377,7460.6187208593,7343.69508278055,7679.4622442245,6963.04131753377,7460.6187208593,7343.69508278055,7679.4622442245
"N0778","QUARTERLY","MICRO","THETA",6323.37436605659,7391.49766323813,7067.01532364681,7855.77681462027,6466.97487104471,7558.40708008184,7225.70168168475,8031.18972185883
"N0778","QUARTERLY","MICRO","BEA",7162.9149925879,7851.85755401471,7993.5901966173,8642.42558238967,8141.54009421027,8831.80136582757,8976.43507438201,9630.50648733163
"N0778","QUARTERLY","MICRO","EAT",6809.3631254808,7548.08215741041,7477.89626756733,8108.49650237632,7227.1801099049,7973.6687791197,7900.7418696747,8536.91762088389
"N0778","QUARTERLY","MICRO","BAT",6949.69267542884,7828.81720147432,7901.36361023938,8701.19710585492,7976.18461204725,8864.39748556842,8937.10394068341,9747.7489798764
"N0778","QUARTERLY","MICRO","BET",6890.14855032276,7718.31341238282,7674.93583907469,8330.93437116837,7546.6903375131,8383.94354704886,8340.72602009066,9007.53609576179
"N0778","QUARTERLY","MICRO","BEAT",6953.02983595507,7736.76758132057,7761.94647837468,8445.76339044732,7722.89878841888,8513.45279439114,8538.75172620769,9230.67729596343
"N0778","QUARTERLY","MICRO","medianBEAT",7052.3575051929,7626.37440449655,7683.33673952759,8323.01363145222,7607.28272933499,8230.19380824991,8238.26196366967,8965.64530921359
"N0778","QUARTERLY","MICRO","meanBaggedBEAT",6785.56047031915,7615.11044318789,7621.38994279788,8356.51505980091,7615.87068232686,8464.34398084598,8499.77161952631,9251.56281306289
"N0778","QUARTERLY","MICRO","medianBaggedBEAT",6751.03261999175,7493.9122253557,7540.84744277314,8166.2307619695,7532.19163256691,8274.72882557062,8401.469204659,8986.46119712
"N0778","QUARTERLY","MICRO","meanPertBEAT",6712.38119676618,7505.4645425518,7462.55143451016,8119.69728998405,7402.1378341521,8242.18100866581,8215.682031625,8937.40780924029
"N0778","QUARTERLY","MICRO","medianPertBEAT",6623.71871775649,7547.47805846394,7447.20930852255,8084.71669524901,7291.37718788018,8284.17031127473,8127.13436521893,8911.70014105671
