"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0645","YEARLY","OTHER","Auto.Arima",6478.96875,6478.96875,6478.96875,6478.96875,6478.96875,6478.96875
"N0645","YEARLY","OTHER","BSTS",6560.37705419556,6568.76976553349,6514.7898128848,6559.09102276979,6555.76356814882,6599.57099676823
"N0645","YEARLY","OTHER","ETS",6478.65267310546,6478.65267310546,6478.65267310546,6478.65267310546,6478.65267310546,6478.65267310546
"N0645","YEARLY","OTHER","THETA",6671.63236135215,6677.66232836095,6683.69229536975,6689.72226237854,6695.75222938734,6701.78219639614
"N0645","YEARLY","OTHER","BEA",6505.99949243367,6508.79706287965,6490.80374533009,6505.57081529175,6504.46166375143,6519.0641399579
"N0645","YEARLY","OTHER","EAT",6543.0845948192,6545.09458382214,6547.10457282507,6549.114561828,6551.12455083093,6553.13453983387
"N0645","YEARLY","OTHER","BAT",6570.32605518257,6575.13361463148,6559.15028608485,6575.92734504944,6576.82818251205,6593.44064772145
"N0645","YEARLY","OTHER","BET",6570.22069621772,6575.02825566663,6559.04492712,6575.8219860846,6576.72282354721,6593.33528875661
"N0645","YEARLY","OTHER","BEAT",6547.40770966329,6551.01337924997,6539.02588284,6551.60867706345,6552.28430516041,6564.74365406746
"N0645","YEARLY","OTHER","medianBEAT",6519.67290209778,6523.86925776674,6496.8792814424,6519.02988638489,6517.36615907441,6539.26987338411
"N0645","YEARLY","OTHER","meanBaggedBEAT",6548.50878779447,6592.1360620788,6506.24963518719,6561.85914489851,6558.7046110687,6523.06309097755
"N0645","YEARLY","OTHER","medianBaggedBEAT",6536.5920582746,6586.58569003755,6483.51922980876,6585.56009801082,6529.29580439264,6512.89719095122
"N0645","YEARLY","OTHER","meanPertBEAT",6020.12903135978,6000.79073043709,5989.84821828734,5970.9501931393,5928.23485373124,5909.81673271368
"N0645","YEARLY","OTHER","medianPertBEAT",6250.97945934206,6137.87761156112,6105.71454772648,6077.84333163698,6021.31028739292,6030.66379793344
