"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"N1541","MONTHLY","MICRO","Auto.Arima",4761.4528804561,4520.38122441575,4412.15822381864,4562.79744697394,4493.94459034487,4493.30923288193,4515.59397123339,4500.52935866825,4503.77767378819,4506.33294737245,4503.55164161664,4504.64610430446,4504.7789472118,4504.34063041125,4504.5987449707,4504.56101639629,4504.5049534608,4504.55533219355
"N1541","MONTHLY","MICRO","BSTS",4281.18133309114,4418.05195212307,4434.14323690203,4103.43222468779,4412.33327655208,4107.33313841699,4505.65505416629,3904.82342690397,4663.95433680566,5194.33456020176,4574.88270674387,4944.06299857222,4766.73708897834,4901.66963345175,4885.6668831706,4662.29223880535,4840.04564204593,4578.61326969799
"N1541","MONTHLY","MICRO","ETS",3931.09803071218,3934.05203717444,3936.78383799014,3939.31014786521,3941.64642419554,3943.80696164406,3945.8049796036,3947.65270308065,3949.36143749483,3950.9416378519,3952.4029727134,3953.7543833544,3955.00413847124,3956.15988477418,3957.22869377425,3958.21710505076,3959.13116626421,3959.97647015924
"N1541","MONTHLY","MICRO","THETA",4235.7057001356,4253.07945579171,4270.45321144782,4287.82696710393,4305.20072276004,4322.57447841614,4339.94823407225,4357.32198972836,4374.69574538447,4392.06950104058,4409.44325669669,4426.8170123528,4444.1907680089,4461.56452366501,4478.93827932112,4496.31203497723,4513.68579063334,4531.05954628945
"N1541","MONTHLY","MICRO","BEA",4324.57741475314,4290.82840457109,4261.0284329036,4201.84660650898,4282.64143036416,4181.48311098099,4322.3513350011,4117.66849621762,4372.36448269623,4550.5363818087,4343.61244035797,4467.48782874369,4408.84005822046,4454.0567162124,4449.16477397185,4375.02345341747,4434.56058725698,4347.71502401693
"N1541","MONTHLY","MICRO","EAT",4309.41887043463,4235.83757246063,4206.46509108553,4263.31152064769,4246.93057910015,4253.23022431404,4267.11572830308,4268.50135049242,4275.9449522225,4283.11469542164,4288.46595700891,4295.07250000388,4301.32461789731,4307.35501295015,4313.58857268869,4319.69671880809,4325.77397011945,4331.86378288075
"N1541","MONTHLY","MICRO","BAT",4426.11330456094,4397.17087744351,4372.2515573895,4318.01887958855,4403.82619655233,4307.73894990502,4453.73241982398,4254.22492510019,4514.14258532611,4697.57900287159,4495.95920168573,4625.17537174316,4571.90226806635,4622.524929176,4623.06796915414,4554.38843005962,4619.41212871336,4538.07604939366
"N1541","MONTHLY","MICRO","BET",4149.32835464631,4201.72781502974,4213.79342878,4110.18977988564,4219.72680783589,4124.57152615906,4263.80275594738,4069.93270657099,4329.33717322832,4512.44856636475,4312.24297871799,4441.54479809314,4388.64399848616,4439.79801396365,4440.61128542199,4372.27379294445,4437.62086631449,4356.54976204889
"N1541","MONTHLY","MICRO","BEAT",4302.35948609875,4281.39116737624,4263.38462753966,4223.34169665772,4288.28125346313,4216.75595283978,4326.75055976889,4177.58186959531,4372.94729836829,4510.91966161667,4360.07014444265,4457.32012464597,4417.67773566757,4455.93366807555,4456.60815030917,4405.34559880741,4454.34188810107,4393.55115458506
"N1541","MONTHLY","MICRO","medianBEAT",4258.44351661337,4335.56570395739,4341.30571763323,4195.62959589586,4358.76699965606,4214.95380841657,4422.80164411927,4152.4873464045,4439.23670958633,4449.20122420651,4456.49744915666,4465.73155832863,4474.48485761035,4482.95257703813,4491.76851214591,4500.43652568676,4509.09537204707,4517.8074392415
"N1541","MONTHLY","MICRO","meanBaggedBEAT",4184.67540426011,4195.70647843183,4215.70153814605,4227.85154323614,4248.67532302796,4257.94977494169,4274.03932733344,4287.03945331813,4308.03402961287,4344.05908081554,4328.19264968751,4380.81873986915,4370.54104411151,4396.4618274835,4414.08893244881,4430.07645983,4446.0627425933,4460.87924643141
"N1541","MONTHLY","MICRO","medianBaggedBEAT",4152.6167764099,4186.41284190567,4209.06291330166,4228.09610734138,4258.93952970296,4251.27166464826,4235.0088030153,4254.59543725877,4303.58229871748,4372.3915611783,4262.65392103581,4387.86743183713,4314.02343393969,4414.15927659825,4399.62356602441,4445.44232436425,4429.61468574943,4476.76988354596
"N1541","MONTHLY","MICRO","meanPertBEAT",4163.41137970066,4134.82760410256,4176.8733860789,4179.53002522101,4235.25137538614,4213.69604228274,4264.05970146966,4241.49370250065,4283.34642247894,4377.1866722454,4297.97461432763,4354.10869595163,4376.22004540957,4377.50044054509,4407.92952029509,4427.02953073162,4456.48120675886,4453.65108463807
"N1541","MONTHLY","MICRO","medianPertBEAT",4171.44836214676,4134.01078114642,4196.93076611062,4169.14654625911,4260.39734957344,4242.32337465925,4291.6434267883,4258.50434844284,4340.22502420818,4420.23241968387,4306.1483584923,4376.56368791203,4403.49258105994,4376.25121325539,4417.38471722213,4451.28501685708,4469.33251301527,4469.0553106835
