"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8"
"N2969","OTHER","OTHER","Auto.Arima",11451.8387096774,11325.6774193548,11199.5161290322,11073.3548387096,10947.1935483869,10821.0322580643,10694.8709677417,10568.7096774191
"N2969","OTHER","OTHER","BSTS",11502.1773026522,11419.1701955564,11332.886997685,11252.2510731884,11171.4719120914,11078.5657966982,11002.0322446783,10915.9594890813
"N2969","OTHER","OTHER","ETS",11493.0956189769,11408.0060231795,11322.9164273821,11237.8268315847,11152.7372357874,11067.64763999,10982.5580441926,10897.4684483952
"N2969","OTHER","OTHER","THETA",11507.060530531,11436.1212544173,11365.1819783037,11294.24270219,11223.3034260763,11152.3641499626,11081.424873849,11010.4855977353
"N2969","OTHER","OTHER","BEA",11482.3705437688,11384.2845460302,11285.1065180331,11187.8109144942,11090.4675654219,10989.0818982508,10893.1537522042,10794.0458716319
"N2969","OTHER","OTHER","EAT",11483.9982863951,11389.9348989839,11295.8715115727,11201.8081241614,11107.7447367502,11013.681349339,10919.6179619278,10825.5545745165
"N2969","OTHER","OTHER","BAT",11487.0255142869,11393.6562897762,11299.1950350069,11206.616204696,11113.9896288516,11017.3207349084,10926.1093620897,10831.7182547453
"N2969","OTHER","OTHER","BET",11500.7778173867,11421.0991577178,11340.3284677903,11261.440202321,11182.5041913184,11099.5258622169,11022.00505424,10941.3045117373
"N2969","OTHER","OTHER","BEAT",11488.5430404594,11397.243723127,11305.1253831007,11214.4188614182,11123.6765305855,11029.9024611788,10940.2215326154,10848.1558031577
"N2969","OTHER","OTHER","medianBEAT",11497.6364608145,11413.588109368,11327.9017125336,11245.0389523866,11162.1045739394,11073.1067183441,10992.2951444354,10906.7139687383
"N2969","OTHER","OTHER","meanBaggedBEAT",11506.4499876326,11422.613889248,11340.0740923358,11256.3287032259,11171.8892822295,11089.250065413,11004.2683770434,10920.0127389166
"N2969","OTHER","OTHER","medianBaggedBEAT",11510.8539608321,11426.6935030021,11345.0023872108,11264.7672188955,11181.3975739819,11097.2154446664,11011.289377394,10924.7189942226
"N2969","OTHER","OTHER","meanPertBEAT",11489.5963029347,11399.5844303117,11310.2780077425,11221.8661304165,11131.2554755094,11040.3643496684,10951.1881932306,10862.3023796299
"N2969","OTHER","OTHER","medianPertBEAT",11489.1749525251,11397.2513357363,11306.2341435654,11213.3718054032,11123.0277250877,11031.1329842328,10939.4774926937,10847.9037506395
