"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8"
"N0812","QUARTERLY","MICRO","Auto.Arima",4881.99331918821,5038.09802075591,5313.90513116447,5008.08787911485,4998.24147884037,5083.45105044606,5219.641184121,5097.52633589465
"N0812","QUARTERLY","MICRO","BSTS",5540.01521662732,5314.55955211034,5392.52235095098,4943.09309727463,5527.27743792243,5262.04600215428,5361.84283685136,4878.05037456545
"N0812","QUARTERLY","MICRO","ETS",4773.29838814836,4679.30195674779,4585.30552534722,4491.30909394664,4397.31266254607,4303.3162311455,4209.31979974492,4115.32336834435
"N0812","QUARTERLY","MICRO","THETA",5205.42050140754,5212.22078151958,5219.02106163163,5225.82134174367,5232.62162185572,5239.42190196776,5246.22218207981,5253.02246219185
"N0812","QUARTERLY","MICRO","BEA",5065.10230798796,5010.65317653801,5097.24433582089,4814.16335677871,4974.27719310296,4882.93776124861,4930.26794023909,4696.96669293482
"N0812","QUARTERLY","MICRO","EAT",4953.57073624804,4976.54025300776,5039.41057271444,4908.40610493505,4876.05858774739,4875.39639451977,4891.72772198191,4821.95738881028
"N0812","QUARTERLY","MICRO","BAT",5209.14301240769,5188.29278479528,5308.48284791569,5059.00077271105,5252.71351287284,5194.97298485604,5275.90206768406,5076.19972421732
"N0812","QUARTERLY","MICRO","BET",5172.91136872774,5068.69409679257,5065.61631264327,4886.74117765498,5052.40390744141,4934.92804508918,4939.12827289203,4748.79873503388
"N0812","QUARTERLY","MICRO","BEAT",5100.18185634286,5061.0450777834,5127.68851727357,4917.07785301995,5038.86330029115,4972.0587964284,5009.25650069927,4835.98063524908
"N0812","QUARTERLY","MICRO","medianBEAT",5043.70691029787,5125.15940113775,5266.46309639805,4975.59048819474,5115.43155034804,5161.43647620691,5232.9316831004,4987.78835523005
"N0812","QUARTERLY","MICRO","meanBaggedBEAT",5229.72030109175,5087.48859644881,5046.46303276762,4853.91236939711,5030.62894883122,4904.0597245756,4865.17112239676,4684.92145227113
"N0812","QUARTERLY","MICRO","medianBaggedBEAT",5282.31451947421,5055.66677284782,5011.29417674595,4828.65063651785,5088.86156352089,4853.73318135018,4823.99127848639,4652.42996818555
"N0812","QUARTERLY","MICRO","meanPertBEAT",5149.65199699836,5058.97277511824,5062.45000416938,4860.32695777614,4955.93256387983,4869.3879522477,4891.37267077023,4680.29116351968
"N0812","QUARTERLY","MICRO","medianPertBEAT",5037.62715025234,4950.78881616689,4985.19962569963,4856.95825978164,4838.87457223512,4807.30035448845,4864.13219375614,4678.2192197102
