"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8"
"N1170","QUARTERLY","MACRO","Auto.Arima",6148.69976838587,6520.88814306042,6518.13202838367,6697.70993471504,6426.11223387466,6846.71700815299,6857.85819336251,7025.33199979293
"N1170","QUARTERLY","MACRO","BSTS",6112.57657861434,6486.99087682227,6488.84319139105,6682.55433449476,6439.9297014433,6813.48100805188,6811.64443095841,7004.2379150819
"N1170","QUARTERLY","MACRO","ETS",6122.83256462885,6497.41082526832,6502.22269137992,6709.01775991945,6461.5119419084,6836.09020254786,6840.90206865947,7047.69713719899
"N1170","QUARTERLY","MACRO","THETA",6348.53520868815,6392.93962045285,6437.34403221756,6481.74844398226,6526.15285574697,6570.55726751168,6614.96167927638,6659.36609104109
"N1170","QUARTERLY","MACRO","BEA",6128.03630387635,6501.763281717,6503.06597038488,6696.42734304308,6442.51795907545,6832.09607291758,6836.8015643268,7025.75568402461
"N1170","QUARTERLY","MACRO","EAT",6206.68918056762,6470.4128629272,6485.89958399372,6629.49204620558,6471.25901051001,6751.12149273751,6771.24064709945,6910.79840934434
"N1170","QUARTERLY","MACRO","BAT",6203.27051856279,6466.93954677852,6481.4397506641,6620.67090439735,6464.06493035498,6743.58509457218,6761.4881011991,6896.31200197197
"N1170","QUARTERLY","MACRO","BET",6194.64811731045,6459.11377418115,6476.13663832951,6624.44017946549,6475.86483303289,6740.04282603714,6755.83605963142,6903.76704777399
"N1170","QUARTERLY","MACRO","BEAT",6183.1610300793,6474.55736640097,6486.63548584305,6642.75761827788,6463.42668324333,6766.7113715661,6781.34159306419,6934.15828577873
"N1170","QUARTERLY","MACRO","medianBEAT",6135.76616650736,6492.2008510453,6495.53294138549,6690.1321346049,6450.72082167585,6824.78560529987,6826.27324980894,7014.78495743741
"N1170","QUARTERLY","MACRO","meanBaggedBEAT",6202.25525272249,6472.2765020052,6459.05225066887,6650.00709660894,6489.90283879105,6766.25277401734,6752.18187885451,6948.89961315607
"N1170","QUARTERLY","MACRO","medianBaggedBEAT",6205.51351242689,6476.92143608901,6456.65849114371,6646.64959683435,6487.2121129674,6770.59289462427,6750.70733088622,6944.30572086357
"N1170","QUARTERLY","MACRO","meanPertBEAT",6191.89917665822,6465.54032262948,6465.77695160302,6647.12349183525,6482.5240765873,6759.66564771751,6760.72565525241,6941.54281943204
"N1170","QUARTERLY","MACRO","medianPertBEAT",6185.07471870122,6471.06124129876,6471.02703049234,6648.35195110622,6477.15240462272,6768.50535080994,6769.70677422631,6944.40578007332
