"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8"
"N1132","QUARTERLY","MACRO","Auto.Arima",4478.66722862523,4667.43409958474,4820.91788133925,4936.56115658982,5014.57700578892,5068.00533587884,5121.43366596876,5174.86199605868
"N1132","QUARTERLY","MACRO","BSTS",4363.61596155423,4230.01374612677,4127.65108500009,4023.01052876589,3901.94622615586,3764.94224538609,3662.07887098017,3557.99191845345
"N1132","QUARTERLY","MACRO","ETS",4415.24993729741,4357.36888874595,4311.06373567633,4274.01936183618,4244.38366165513,4220.67494062204,4201.70783508411,4186.5340476839
"N1132","QUARTERLY","MACRO","THETA",4500.59991692793,4518.91767797217,4568.01227566135,4608.79036295532,4621.31257489987,4639.3143414727,4688.91168221399,4729.967241046
"N1132","QUARTERLY","MACRO","BEA",4419.17770915896,4418.27224481916,4419.87756733856,4411.19701573063,4386.9689645333,4351.20750729566,4328.40679067768,4306.46265406534
"N1132","QUARTERLY","MACRO","EAT",4464.83902761686,4514.57355543429,4566.66463089231,4606.45696046044,4626.75774744797,4642.66487265786,4670.68439442229,4697.12109492953
"N1132","QUARTERLY","MACRO","BAT",4447.62770236913,4472.12184122789,4505.52708066689,4522.78734943701,4512.61193561488,4490.75397424588,4490.80807305431,4487.60705185271
"N1132","QUARTERLY","MACRO","BET",4426.48860525986,4368.7667709483,4335.57569877926,4301.94008451913,4255.88082090362,4208.31050916028,4184.23279609276,4158.16440239445
"N1132","QUARTERLY","MACRO","BEAT",4439.5332611012,4443.43360310741,4456.91124441925,4460.5953525368,4445.55486712495,4423.23421583992,4418.53301356176,4412.33880081051
"N1132","QUARTERLY","MACRO","medianBEAT",4446.95858296132,4438.14328335906,4439.53800566884,4441.40486239575,4432.8481182775,4429.99464104737,4445.30975864905,4458.25064436495
"N1132","QUARTERLY","MACRO","meanBaggedBEAT",4524.44590861508,4518.49366989673,4530.10395306479,4538.50012911118,4532.98878058508,4520.09947050828,4533.2963217657,4544.22483154522
"N1132","QUARTERLY","MACRO","medianBaggedBEAT",4494.98936677041,4465.29425385226,4467.53823305525,4480.91432518552,4476.84312938574,4447.33610259414,4466.94519722604,4493.77524978638
"N1132","QUARTERLY","MACRO","meanPertBEAT",4487.78306033845,4459.98142625605,4447.31668914382,4437.5770661231,4417.01780852675,4403.93548910943,4402.39208745331,4400.28777101101
"N1132","QUARTERLY","MACRO","medianPertBEAT",4477.14075704905,4463.33933752705,4458.5941016656,4452.02850819319,4411.36525821977,4413.0807449613,4408.71758384596,4407.02139922395
