"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0268","YEARLY","MACRO","Auto.Arima",5141.13333333417,5282.26666666833,5423.4000000025,5564.53333333667,5705.66666667084,5846.800000005
"N0268","YEARLY","MACRO","BSTS",5084.04566260853,5190.0648658771,5301.32373287138,5413.99782792817,5524.60946316586,5635.88908042132
"N0268","YEARLY","MACRO","ETS",5050.92856158745,5130.45097186993,5205.47788818184,5276.26344600482,5343.04741424736,5406.05600740382
"N0268","YEARLY","MACRO","THETA",5069.46129027175,5138.93445203646,5208.40761380116,5277.88077556587,5347.35393733058,5416.82709909528
"N0268","YEARLY","MACRO","BEA",5092.03585251005,5200.92750147179,5310.06720701857,5418.26486908989,5524.44118136135,5629.58169594338
"N0268","YEARLY","MACRO","EAT",5087.17439506446,5183.88403019158,5279.0951673285,5372.89251830245,5465.35600608292,5556.56103550137
"N0268","YEARLY","MACRO","BAT",5098.21342873815,5203.75532819397,5311.04378222501,5418.80397894357,5525.87668905576,5633.17205984053
"N0268","YEARLY","MACRO","BET",5068.14517148924,5153.1500965945,5238.40307828479,5322.71401649962,5405.0036049146,5486.25739564014
"N0268","YEARLY","MACRO","BEAT",5086.39221195047,5185.42923911296,5284.65230871422,5383.16884570888,5480.16937035366,5576.39304673136
"N0268","YEARLY","MACRO","medianBEAT",5076.75347644014,5164.49965895678,5254.86567333627,5345.93930174702,5435.98170024822,5526.3580897583
"N0268","YEARLY","MACRO","meanBaggedBEAT",5084.09084038908,5185.40360480159,5284.94001160216,5386.75929686583,5489.37689936911,5586.11907073575
"N0268","YEARLY","MACRO","medianBaggedBEAT",5080.54725680156,5186.86678906538,5293.0407636584,5397.30566716025,5502.4951553143,5605.79899895311
"N0268","YEARLY","MACRO","meanPertBEAT",5064.35543544109,5164.74532246305,5267.51210686587,5367.96771871072,5468.72734315509,5570.54962587581
"N0268","YEARLY","MACRO","medianPertBEAT",5075.34268964596,5182.83960022219,5289.03756828042,5389.27592982226,5487.66960602057,5587.61704651457
