"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"N1770","MONTHLY","MICRO","Auto.Arima",3006.61127335497,3321.52135505204,3021.39215269378,3135.94176473287,3038.26038205106,3171.20425566121,3095.96399389205,3277.08548921368,3210.8646542754,3199.41832145208,3539.05009630809,3222.37035676259,3142.34129053679,3310.79476166095,3109.004457425,3177.46816590907,3113.11675859246,3212.09483737272
"N1770","MONTHLY","MICRO","BSTS",3160.24453955493,3044.9403428808,2870.83795492807,2956.95380740532,2770.69755368092,3046.6034495948,2956.67409865391,3268.64221366074,3333.872696097,3368.33005790984,3543.41213082829,3175.0252268467,3224.37199747499,3111.28182930816,2933.05282097035,3015.5328788739,2846.80351980891,3118.37497577506
"N1770","MONTHLY","MICRO","ETS",3286.75139240671,3002.15477762354,2902.48934687095,2910.16965710565,2756.46073872082,3053.30402498299,2865.09212030345,3227.1218012415,3352.76723015727,3403.83524832861,3409.87493665137,3133.77713928604,3286.75189434645,3002.1552361008,2902.4897901277,2910.17010153531,2756.46115967666,3053.30449127156
"N1770","MONTHLY","MICRO","THETA",3234.93312050016,2969.23114948666,2898.727939909,2906.21184200741,2741.97506988191,3052.86625610064,2871.32596639686,3162.54695694707,3329.53673116803,3423.94506877364,3258.38004162773,3032.56758831422,3202.49054505723,2939.42834513363,2869.60843470518,2876.9926960457,2714.3840488821,3022.12112325527
"N1770","MONTHLY","MICRO","BEA",3151.20240177221,3122.87215851879,2931.5731514976,3001.02174308128,2855.13955815094,3090.37057674633,2972.57673761647,3257.61650137197,3299.16819350989,3323.86120923018,3497.44572126258,3177.05757429844,3217.82172745274,3141.41060902331,2981.51568950768,3034.39038210609,2905.46047935934,3127.92476813978
"N1770","MONTHLY","MICRO","EAT",3176.09859542061,3097.63576072075,2940.86981315791,2984.10775461531,2845.5653968846,3092.45817891494,2944.12736019745,3222.25141580075,3297.7228718669,3342.39954618478,3402.4350248624,3129.57169478762,3210.52790998016,3084.12611429846,2960.36756075263,2988.21032116336,2861.32065571707,3095.84015063319
"N1770","MONTHLY","MICRO","BAT",3133.92964447002,3111.8976158065,2930.31934917695,2999.70247138187,2850.3110018713,3090.22465378555,2974.65468631427,3236.09155327383,3291.42469384681,3330.56448271185,3446.94742292137,3143.32105730784,3189.734611023,3120.50164536758,2970.55523770018,3023.33124694289,2891.43477576116,3117.53031213435
"N1770","MONTHLY","MICRO","BET",3227.30968415393,3005.442089997,2890.68508056934,2924.44510217279,2756.37778742788,3050.92457689281,2897.69739511807,3219.43699061643,3338.7255524741,3398.70345833736,3403.88903636913,3113.78998481565,3237.87147895956,3017.6218035142,2901.71701526774,2934.23189215164,2772.54957612256,3064.6001967673
"N1770","MONTHLY","MICRO","BEAT",3172.13508145419,3084.46190626076,2923.36184860045,2977.31926781281,2826.84843608368,3080.99449658491,2947.26404481157,3233.84911526575,3306.76032792443,3348.88217411604,3437.67930135387,3140.93507780239,3213.98893185387,3090.91504305089,2953.53887580706,2995.04096059099,2857.69137174003,3101.47385691866
"N1770","MONTHLY","MICRO","medianBEAT",3197.58883002755,3023.54756025217,2900.60864338997,2933.56173225548,2763.57914620087,3053.08514054181,2914.00003252539,3247.88200745112,3331.70471363252,3386.08265311922,3474.46251647973,3154.40118306637,3213.43127126611,3056.71853270448,2917.77130554902,2962.8514902046,2801.63233974278,3085.83973352331
"N1770","MONTHLY","MICRO","meanBaggedBEAT",3287.56960347807,3013.85132999077,2983.60083675648,3020.11453321322,2850.30154421281,3081.99567636753,2977.80148777114,3275.43245655698,3355.59396520233,3345.98951264295,3405.40755864487,3200.09385286599,3317.48113666009,3058.53210140502,3027.51461147612,3061.44221913056,2902.19476380656,3116.8423953258
"N1770","MONTHLY","MICRO","medianBaggedBEAT",3257.5935108242,3010.78220376157,2979.4492448434,3003.29790965599,2840.32587379302,3081.08635755016,2964.53946068074,3275.56556135232,3360.88772393243,3366.20988769497,3449.50660228432,3186.39541523516,3290.15932409787,3043.66367655256,3044.4960426811,3043.35753896685,2884.2443751153,3107.03195772025
"N1770","MONTHLY","MICRO","meanPertBEAT",3313.94143503035,3107.21764589697,3038.75153244688,3086.35456861852,2932.18180520469,3163.57804717699,3079.91446959821,3293.04075965684,3356.36780655128,3444.17812638798,3437.34614084192,3205.69999569358,3342.3079077675,3137.94999904988,3067.94551492778,3140.56413582743,2984.82161636807,3202.17700162138
"N1770","MONTHLY","MICRO","medianPertBEAT",3298.04006364635,3109.50880163308,3022.05725638805,3060.00959262657,2892.88612013681,3146.98069892175,3073.49593128798,3310.43921757929,3324.29978667956,3410.51049231972,3451.66971639767,3191.71027968287,3259.08997876601,3109.22253234391,2991.60154388822,3069.74959397454,2919.65250859736,3179.87969055959
