"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0052","YEARLY","MICRO","Auto.Arima",6358.44,6757.41,7156.38,7555.35000000001,7954.32000000001,8353.29000000001
"N0052","YEARLY","MICRO","BSTS",6623.05333558052,7218.40303504259,7802.29831356969,8385.74307562134,8972.92593431452,9536.90432168884
"N0052","YEARLY","MICRO","ETS",6375.12127104134,6790.73396100302,7206.34665096471,7621.9593409264,8037.57203088809,8453.18472084978
"N0052","YEARLY","MICRO","THETA",6136.07482406059,6312.70188999465,6489.32895592872,6665.95602186279,6842.58308779685,7019.21015373092
"N0052","YEARLY","MICRO","BEA",6452.20486887395,6922.18233201521,7388.3416548448,7854.35080551592,8321.60598840087,8781.12634751288
"N0052","YEARLY","MICRO","EAT",6289.87869836731,6620.28195033256,6950.68520229781,7281.08845426306,7611.49170622832,7941.89495819357
"N0052","YEARLY","MICRO","BAT",6372.52271988037,6762.83830834575,7149.33575649947,7535.68303249471,7923.27634070379,8303.13482513992
"N0052","YEARLY","MICRO","BET",6378.08314356081,6773.94629534676,7165.99130682104,7557.88614613684,7951.02701766649,8336.43306542318
"N0052","YEARLY","MICRO","BEAT",6373.17235767061,6769.81222151007,7163.58848011578,7557.25210960263,7951.85026324987,8340.64729906739
"N0052","YEARLY","MICRO","medianBEAT",6366.78063552067,6774.07198050151,7181.36332548236,7588.6546704632,7995.94601544405,8403.23736042489
"N0052","YEARLY","MICRO","meanBaggedBEAT",6760.4365655265,7394.16598436402,8028.84148089922,8663.01442099588,9297.68115727662,9937.79545481251
"N0052","YEARLY","MICRO","medianBaggedBEAT",6871.37879190653,7485.44410563019,8103.86770794027,8721.44759601668,9337.27748373416,9953.65408807187
"N0052","YEARLY","MICRO","meanPertBEAT",6982.81108918875,7700.86101750123,8420.36309069742,9138.38721641695,9853.75027631293,10573.8378243499
"N0052","YEARLY","MICRO","medianPertBEAT",7089.91044016189,7806.7241207705,8523.12993883673,9272.2081938677,10034.530986375,10795.4191249956
