"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8"
"N1003","QUARTERLY","MACRO","Auto.Arima",6693.12149322868,6707.39660506828,6750.80440150623,6798.71767602251,6858.67613009842,6918.63458417432,6978.59303825022,7038.55149232613
"N1003","QUARTERLY","MACRO","BSTS",6793.99635800835,6875.23684907657,7002.1812531271,7122.84864368347,7233.5399737808,7308.65976670808,7450.84406773948,7568.07260173652
"N1003","QUARTERLY","MACRO","ETS",6701.41442501706,6755.50624617249,6809.59806732792,6863.68988848335,6917.78170963878,6971.87353079421,7025.96535194964,7080.05717310507
"N1003","QUARTERLY","MACRO","THETA",6691.37045958318,6706.3886208576,6750.5812366405,6803.01983526665,6813.03443781397,6827.77389912282,6872.21600320147,6925.04976575234
"N1003","QUARTERLY","MACRO","BEA",6729.51075875137,6779.37990010578,6854.19457398708,6928.41873606311,7003.332604506,7066.3892938922,7151.80081931312,7228.89375572257
"N1003","QUARTERLY","MACRO","EAT",6695.30212594297,6723.09715736612,6770.32790182489,6821.8091332575,6863.16409251706,6906.09400469712,6958.92479780045,7014.55281039451
"N1003","QUARTERLY","MACRO","BAT",6726.1627702734,6763.00735833415,6834.52229709128,6908.19538499088,6968.41684723106,7018.35608333507,7100.55103639706,7177.22461993833
"N1003","QUARTERLY","MACRO","BET",6728.92708086953,6779.04390536889,6854.12018569851,6929.85278914449,6988.11870707785,7036.10239887504,7116.3418076302,7191.05984686464
"N1003","QUARTERLY","MACRO","BEAT",6719.97568395932,6761.13208029374,6828.29123965044,6897.06901086399,6955.75806283299,7006.73544519986,7081.90461528521,7152.93275823001
"N1003","QUARTERLY","MACRO","medianBEAT",6697.26795912287,6731.45142562039,6780.20123441708,6833.354861875,6888.2289198686,6945.25405748427,7002.27919509993,7059.3043327156
"N1003","QUARTERLY","MACRO","meanBaggedBEAT",6757.48503076907,6812.56445805729,6904.68300816183,6989.89659481205,7057.08635964603,7119.3409968984,7204.28888379646,7285.31083815343
"N1003","QUARTERLY","MACRO","medianBaggedBEAT",6755.8968602426,6820.1739700243,6898.6491928405,7011.82273904409,7078.37572239505,7135.41813243918,7224.89170016602,7316.37496622214
"N1003","QUARTERLY","MACRO","meanPertBEAT",6763.41413729501,6832.90550044625,6926.29311457853,7001.36539952003,7075.86716005092,7143.21277097794,7231.98115236813,7309.11817694801
"N1003","QUARTERLY","MACRO","medianPertBEAT",6832.64944381493,6918.6736982994,7005.87383652518,7092.20864140796,7165.38549765281,7240.48712770779,7330.90342678018,7416.58495338741
