"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8"
"N1290","QUARTERLY","FINANCE","Auto.Arima",4688.6,4688.6,4688.6,4688.6,4688.6,4688.6,4688.6,4688.6
"N1290","QUARTERLY","FINANCE","BSTS",4738.14084236901,4626.85944712141,4412.85268936348,4288.13103330459,4282.49677940755,4168.75159442502,3941.91543746185,3833.13922301022
"N1290","QUARTERLY","FINANCE","ETS",4688.63201687113,4688.63201687113,4688.63201687113,4688.63201687113,4688.63201687113,4688.63201687113,4688.63201687113,4688.63201687113
"N1290","QUARTERLY","FINANCE","THETA",4709.80194141987,4730.96975190374,4752.13756238762,4773.30537287149,4794.47318335536,4815.64099383923,4836.8088043231,4857.97661480697
"N1290","QUARTERLY","FINANCE","BEA",4705.12428641338,4668.03048799751,4596.6949020782,4555.12101672524,4553.24293209289,4515.32787043205,4439.71581811099,4403.45707996045
"N1290","QUARTERLY","FINANCE","EAT",4695.677986097,4702.73392292496,4709.78985975291,4716.84579658087,4723.90173340883,4730.95767023678,4738.01360706474,4745.0695438927
"N1290","QUARTERLY","FINANCE","BAT",4712.18092792963,4682.14306634172,4617.86341725037,4583.34546872536,4588.52332092097,4557.66419608808,4489.10808059498,4459.9052792724
"N1290","QUARTERLY","FINANCE","BET",4712.19160022,4682.15373863209,4617.87408954074,4583.35614101573,4588.53399321134,4557.67486837846,4489.11875288536,4459.91595156277
"N1290","QUARTERLY","FINANCE","BEAT",4706.293700165,4683.76530397407,4635.55556715556,4609.6671057618,4613.55049490851,4590.40615128384,4538.98906466402,4517.08696367208
"N1290","QUARTERLY","FINANCE","medianBEAT",4699.2169791455,4688.61600843556,4688.61600843556,4688.61600843556,4688.61600843556,4688.61600843556,4688.61600843556,4688.61600843556
"N1290","QUARTERLY","FINANCE","meanBaggedBEAT",4767.11590962529,4746.99045613751,4740.17076819021,4733.02309868224,4727.42854866197,4723.24476962227,4718.93252924027,4709.22488368453
"N1290","QUARTERLY","FINANCE","medianBaggedBEAT",4767.11586086627,4749.4792440978,4759.69297103043,4758.54038439169,4750.30722631169,4738.90122734808,4724.20179096767,4713.9623569702
"N1290","QUARTERLY","FINANCE","meanPertBEAT",4686.03247790588,4681.28585175162,4651.69442720376,4641.96045709057,4627.44187179498,4606.37758293299,4593.91729851954,4589.83414210503
"N1290","QUARTERLY","FINANCE","medianPertBEAT",4676.73047527373,4684.66118155237,4619.42583386738,4651.38996070124,4668.42553598686,4650.36185722019,4666.95510828261,4669.12137525164
