"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0198","YEARLY","INDUSTRY","Auto.Arima",4378,4378,4378,4378,4378,4378
"N0198","YEARLY","INDUSTRY","BSTS",4437.81707591776,4528.79937170937,4603.34223439693,4664.16869874089,4730.90808638636,4834.16230610269
"N0198","YEARLY","INDUSTRY","ETS",4377.9780710988,4377.9780710988,4377.9780710988,4377.9780710988,4377.9780710988,4377.9780710988
"N0198","YEARLY","INDUSTRY","THETA",4424.35441535738,4470.72601814483,4517.09762093229,4563.46922371975,4609.8408265072,4656.21242929466
"N0198","YEARLY","INDUSTRY","BEA",4397.93171567219,4428.25914760272,4453.10676849858,4473.38225661323,4495.62871916172,4530.04679240049
"N0198","YEARLY","INDUSTRY","EAT",4393.44416215206,4408.90136308121,4424.35856401036,4439.81576493952,4455.27296586867,4470.73016679782
"N0198","YEARLY","INDUSTRY","BAT",4413.39049709171,4459.1751299514,4499.47995177641,4535.21264082021,4572.91630429785,4622.79157846578
"N0198","YEARLY","INDUSTRY","BET",4413.38318745798,4459.16782031767,4499.47264214267,4535.20533118648,4572.90899466412,4622.78426883205
"N0198","YEARLY","INDUSTRY","BEAT",4404.53739059348,4438.87586523825,4469.104481607,4495.90399838986,4524.18174599809,4561.58820162404
"N0198","YEARLY","INDUSTRY","medianBEAT",4401.17720767869,4424.36300907242,4447.54881046615,4470.73461185987,4493.9204132536,4517.10621464733
"N0198","YEARLY","INDUSTRY","meanBaggedBEAT",4384.53457467506,4436.20730092133,4488.15852938891,4542.45241255633,4593.57040433677,4643.02580653527
"N0198","YEARLY","INDUSTRY","medianBaggedBEAT",4401.85269385743,4447.4421052564,4497.19963047362,4553.9797017956,4608.53822477588,4665.5858939539
"N0198","YEARLY","INDUSTRY","meanPertBEAT",4420.3384863666,4471.59023099047,4525.21117952446,4579.80223668166,4637.9959162929,4691.46744580459
"N0198","YEARLY","INDUSTRY","medianPertBEAT",4401.07992502561,4445.01733298375,4491.64412431663,4538.65400256652,4587.90562077795,4633.89201106322
