"Series","Period","Type","method","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"N1945","MONTHLY","INDUSTRY","Auto.Arima",3545.69777437639,3511.07975957253,3503.55690831123,3501.92211522964,3501.56685785092,3501.48965676256,3501.47288017072,3501.46923444447,3501.4684421906,3501.46827002567,3501.46823261246,3501.46822448218,3501.46822271539,3501.46822233145,3501.46822224801,3501.46822222988,3501.46822222594,3501.46822222508
"N1945","MONTHLY","INDUSTRY","BSTS",3374.5330618756,3394.49840286102,3325.56891724302,3415.54375595614,3369.1029569736,3607.37804496423,3556.07962355566,3597.28646837731,3589.37985626399,3382.6413983279,3688.74055551558,3653.1140359813,3446.72181859984,3431.93986475525,3365.65643645392,3499.05578918372,3455.89914570559,3644.5457315936
"N1945","MONTHLY","INDUSTRY","ETS",3509.106298105,3509.106298105,3509.106298105,3509.106298105,3509.106298105,3509.106298105,3509.106298105,3509.106298105,3509.106298105,3509.106298105,3509.106298105,3509.106298105,3509.106298105,3509.106298105,3509.106298105,3509.106298105,3509.106298105,3509.106298105
"N1945","MONTHLY","INDUSTRY","THETA",3385.95260518832,3383.22642800953,3303.37866719086,3451.79727303491,3402.65980215118,3705.45857628369,3524.59344841312,3602.16373671776,3611.18858793381,3367.49285141259,3744.83288070898,3622.82093692084,3449.92944256818,3447.05125850855,3365.59934695475,3516.71159558156,3466.54992174683,3774.92550836707
"N1945","MONTHLY","INDUSTRY","BEA",3476.44571145233,3471.56148684618,3446.07737455308,3475.52405643026,3459.92537097651,3539.3246666106,3522.21960061046,3535.95400030893,3533.3181988532,3464.40532215286,3566.43836207768,3554.56285285616,3485.76544647341,3480.83812839723,3458.74365226898,3503.21010317287,3488.82455534551,3551.70675064123
"N1945","MONTHLY","INDUSTRY","EAT",3480.2522258899,3467.80416189569,3438.6806245357,3487.60856212318,3471.1109860357,3572.01817705042,3511.72420889628,3537.57975642241,3540.58777607647,3459.35580651442,3585.13580380881,3544.46515316934,3486.83465446285,3485.87525964833,3458.72462243592,3509.09537197215,3492.37481402592,3595.16667623238
"N1945","MONTHLY","INDUSTRY","BAT",3435.39448048011,3429.60153014769,3377.5014975817,3456.42104807356,3424.44320565857,3604.77542600349,3527.3819840465,3566.97314651318,3567.34562879613,3417.20083992205,3645.01388961234,3592.46773246144,3466.03982796114,3460.15311519842,3410.90800188556,3505.74520233172,3474.63909655945,3640.31315406192
"N1945","MONTHLY","INDUSTRY","BET",3423.19732172297,3428.94370965852,3379.35129417963,3458.81577569868,3426.95635240993,3607.31430645097,3529.92645669126,3569.51883440002,3569.8915807676,3419.74684928183,3647.55991144319,3595.01375700238,3468.585853091,3462.69914045627,3413.45402717122,3508.29122762343,3477.18512185247,3642.85917935522
"N1945","MONTHLY","INDUSTRY","BEAT",3453.82243488633,3449.47772213702,3410.40269771253,3469.59236058142,3445.60897877017,3580.85814402887,3522.81306256113,3552.50643441113,3552.78579612335,3440.17720446779,3611.0369917355,3571.62737387233,3476.8064454971,3472.39141092506,3435.45757594042,3506.58547627504,3483.25589694584,3607.51144007269
"N1945","MONTHLY","INDUSTRY","medianBEAT",3447.52945164666,3451.80235048301,3414.56291277712,3476.85969413228,3452.11333000105,3558.24217153461,3516.84987325906,3553.19638324115,3549.2430771845,3442.05483417679,3598.92342681029,3565.96361751292,3475.69883264178,3474.25974042,3433.56232935097,3505.28726016744,3484.00907198638,3576.8260148493
"N1945","MONTHLY","INDUSTRY","meanBaggedBEAT",3441.87542864607,3443.90535665042,3414.63577412615,3475.70883219451,3461.06532551833,3559.79974113264,3496.05048659042,3517.69477453725,3541.93634298276,3421.15701954013,3571.1116852301,3554.91811052718,3466.60273844139,3472.84680572011,3443.564822555,3492.95019669382,3493.58430401734,3596.57022577007
"N1945","MONTHLY","INDUSTRY","medianBaggedBEAT",3465.83680805169,3428.91238264406,3419.91515521492,3498.59643718403,3480.91386024115,3554.89636099759,3513.59572263179,3513.96563814868,3535.39890223914,3445.93991245516,3592.75773960346,3555.90484289282,3490.19459772263,3461.41085574751,3434.18990735332,3525.18703364427,3505.85012987407,3597.93469883502
"N1945","MONTHLY","INDUSTRY","meanPertBEAT",3418.01151303038,3401.74859279368,3397.43552041313,3454.12063047223,3409.45155300694,3523.43444560609,3459.07664235815,3498.71920902622,3473.81158999366,3410.13176413167,3541.90116649015,3463.38145377574,3436.00105877028,3423.55440433327,3419.84054784627,3479.09616307637,3430.27904172565,3547.07954131432
"N1945","MONTHLY","INDUSTRY","medianPertBEAT",3462.66611984066,3429.84875214582,3443.63310512571,3485.65237993546,3434.57220217996,3547.58555222557,3495.93873102821,3512.04179845963,3499.40780369895,3412.84424177462,3578.2710529857,3485.96576473965,3471.81685487777,3448.75979846748,3468.62239489723,3506.10720710811,3454.28918914569,3565.62052833639
