"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0138","YEARLY","MICRO","Auto.Arima",5133.32992912564,5153.84134931336,5163.52266330824,5168.09220748459,5170.24901533016,5171.26702060665
"N0138","YEARLY","MICRO","BSTS",5165.15714308016,4721.24031538681,4234.40091694405,3778.04475882722,3310.88719872882,2844.8332037836
"N0138","YEARLY","MICRO","ETS",5546.56420556228,5546.56420556228,5546.56420556228,5546.56420556228,5546.56420556228,5546.56420556228
"N0138","YEARLY","MICRO","THETA",5546.61470783223,5546.66525728278,5546.71580673333,5546.76635618388,5546.81690563443,5546.86745508498
"N0138","YEARLY","MICRO","BEA",5281.68375925603,5140.54862342082,4981.49592860486,4830.9003906247,4675.90013987375,4520.88814331751
"N0138","YEARLY","MICRO","EAT",5408.83628084005,5415.69027071947,5418.93422520128,5420.47425641025,5421.21004217562,5421.56622708464
"N0138","YEARLY","MICRO","BAT",5281.70059334601,5140.58230732765,4981.54646232854,4830.96777416523,4675.98437323113,4520.98922649175
"N0138","YEARLY","MICRO","BET",5419.44535215822,5271.48992607729,5109.22697641322,4957.12510685779,4801.42276997518,4646.08828814362
"N0138","YEARLY","MICRO","BEAT",5347.91649640008,5242.07778188631,5122.80089813697,5009.86688201449,4893.62933131392,4777.38297125938
"N0138","YEARLY","MICRO","medianBEAT",5355.86067432122,5350.20277743782,5355.04343443526,5357.32820652343,5358.40661044622,5358.91561308447
"N0138","YEARLY","MICRO","meanBaggedBEAT",6018.66235174332,5993.96105723642,5971.06453334897,5994.46675723528,6059.17360618082,6147.39985281221
"N0138","YEARLY","MICRO","medianBaggedBEAT",6025.88404883851,6002.7198892611,5953.8929997546,5925.58151219318,5957.28202384953,6024.7820281646
"N0138","YEARLY","MICRO","meanPertBEAT",5919.92008172167,5912.71146719229,5917.92129970644,5935.30773202554,5986.89604296212,6044.26786191801
"N0138","YEARLY","MICRO","medianPertBEAT",5906.86301757255,5917.57381498932,5871.87171322438,5908.07995320065,5967.94442970835,6024.81927181275
