"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0123","YEARLY","MICRO","Auto.Arima",5225,5225,5225,5225,5225,5225
"N0123","YEARLY","MICRO","BSTS",5064.81087291179,5287.24231711737,5587.33476461059,5814.3300724677,5969.41801028455,6294.01047578593
"N0123","YEARLY","MICRO","ETS",5530.41149988151,5871.86868051433,6213.32586114716,6554.78304177999,6896.24022241281,7237.69740304564
"N0123","YEARLY","MICRO","THETA",4585.37114092949,4705.73108598443,4826.09103103938,4946.45097609432,5066.81092114927,5187.17086620421
"N0123","YEARLY","MICRO","BEA",5273.40745759777,5461.3703325439,5675.22020858592,5864.70437141589,6030.21941089912,6252.23595961052
"N0123","YEARLY","MICRO","EAT",5113.59421360366,5267.53325549959,5421.47229739551,5575.41133929144,5729.35038118736,5883.28942308328
"N0123","YEARLY","MICRO","BAT",4958.39400461376,5072.65780103393,5212.80859854999,5328.59368285401,5420.40964381127,5568.72711399671
"N0123","YEARLY","MICRO","BET",5060.1978379076,5288.28069453871,5542.25055226571,5771.85469678067,5977.48971794888,6239.62624834526
"N0123","YEARLY","MICRO","BEAT",5101.3983784307,5272.46052090403,5462.93791419928,5635.1410225855,5789.36728846166,5985.96968625894
"N0123","YEARLY","MICRO","medianBEAT",5144.9054364559,5256.12115855868,5406.1673823053,5519.66503623385,5597.20900514228,5759.50523789296
"N0123","YEARLY","MICRO","meanBaggedBEAT",4939.64282441945,5028.6005821175,5174.58850255043,5346.66247984873,5447.35466940575,5584.43812186074
"N0123","YEARLY","MICRO","medianBaggedBEAT",5022.01953865022,5001.93757620233,5143.53688927736,5353.93175913306,5478.90366489989,5666.98708179926
"N0123","YEARLY","MICRO","meanPertBEAT",4506.53909876455,4572.24878068185,4649.05698670229,4720.89619214668,4835.35910055709,4902.49100656593
"N0123","YEARLY","MICRO","medianPertBEAT",4761.17698893732,4850.63132073239,4944.86838934117,5056.25815980448,5181.31134912884,5261.44895778629
