"Series","Period","Type","method","V1","V2","V3","V4","V5","V6"
"N0622","YEARLY","DEMOGRAPHIC","Auto.Arima",5684.62499999929,5839.24999999858,5993.87499999787,6148.49999999716,6303.12499999645,6457.74999999575
"N0622","YEARLY","DEMOGRAPHIC","BSTS",5694.95645461397,5870.65255284693,6024.99064992552,6196.79554327205,6359.29990658374,6538.62860989739
"N0622","YEARLY","DEMOGRAPHIC","ETS",5670.6087393506,5811.21781834713,5951.82689734366,6092.43597634019,6233.04505533672,6373.65413433325
"N0622","YEARLY","DEMOGRAPHIC","THETA",5610.5806670704,5691.16767687432,5771.75468667825,5852.34169648217,5932.92870628609,6013.51571609001
"N0622","YEARLY","DEMOGRAPHIC","BEA",5683.39673132129,5840.37345706421,5990.23084908902,6145.91050653647,6298.48998730564,6456.6775814088
"N0622","YEARLY","DEMOGRAPHIC","EAT",5655.27146880677,5780.54516507335,5905.81886133993,6031.09255760651,6156.36625387309,6281.63995013967
"N0622","YEARLY","DEMOGRAPHIC","BAT",5663.38737389455,5800.35674323994,5930.20677886721,6065.87907991713,6198.45120428876,6336.63144199438
"N0622","YEARLY","DEMOGRAPHIC","BET",5658.71528701166,5791.01268268946,5916.19074464914,6047.19107203147,6175.09122273552,6308.59948677355
"N0622","YEARLY","DEMOGRAPHIC","BEAT",5665.19271525857,5803.07201201674,5935.61180848633,6072.51830402289,6207.09966705075,6345.8871150791
"N0622","YEARLY","DEMOGRAPHIC","medianBEAT",5677.61686967495,5825.23390917286,5972.85094867077,6120.46798816868,6268.08502766659,6415.7020671645
"N0622","YEARLY","DEMOGRAPHIC","meanBaggedBEAT",5646.67423181999,5765.0185043713,5881.96843719912,6009.67381437843,6142.86162586067,6275.43563607573
"N0622","YEARLY","DEMOGRAPHIC","medianBaggedBEAT",5662.49825946312,5788.8790724329,5913.81993361461,6037.44603344826,6154.61328419135,6274.21897750111
"N0622","YEARLY","DEMOGRAPHIC","meanPertBEAT",5618.35463936628,5735.73485338288,5855.36791983396,5987.38406567306,6117.80531287154,6260.30674959582
"N0622","YEARLY","DEMOGRAPHIC","medianPertBEAT",5629.93906091586,5760.89532845205,5884.89381865465,6045.0345511975,6185.70309312143,6317.33072830549
